chr,start,end,annotation,geneName,transcript,distanceToTSS
chr12,6493226,6493226,promoter-TSS,NCAPD2,ENST00000541399.1;ENST00000539714.5;ENST00000536538.1;ENST00000382457.8;ENST00000539084.5;ENST00000315579.10;ENST00000229238.5;ENST00000538814.5;ENST00000540949.1,129;160;174;866;872;875;35;179;68
chr12,6607382,6607382,promoter-TSS,,ENST00000644480.2;ENST00000357008.7;ENST00000544484.6;ENST00000544040.7;ENST00000646806.1;ENST00000642879.1;ENST00000644137.1;ENST00000645645.1;ENST00000646268.1;ENST00000645005.1;ENST00000644801.1;ENST00000545942.6;ENST00000545584.2;ENST00000644132.1,14;25;13;2;30;947;36;47;69;14;0;672;699;388
chr12,6663146,6663146,promoter-TSS,,ENST00000586338.2;ENST00000341550.9;ENST00000619641.4;ENST00000396807.8;ENST00000446105.6;ENST00000469749.5;ENST00000472002.5;ENST00000488381.5;ENST00000412586.6;ENST00000423703.6;ENST00000444704.5;ENST00000437149.6;ENST00000467678.5;ENST00000479301.5;ENST00000493873.1;ENST00000493267.1,113;26;3;5;3;31;31;16;44;44;44;26;62;16;60;41
chr12,6970893,6970893,promoter-TSS,EMG1,ENST00000611981.1;ENST00000599672.6;ENST00000607161.5;ENST00000620255.1;ENST00000261406.7;ENST00000539196.2;ENST00000535923.6;ENST00000678829.1;ENST00000440277.6;ENST00000677354.1;ENST00000543465.5;ENST00000399433.7;ENST00000676496.1;ENST00000546111.5;ENST00000542912.5;ENST00000678000.1;ENST00000678983.1;ENST00000676893.1;ENST00000536316.3;ENST00000545167.5;ENST00000544888.5;ENST00000544134.5;ENST00000546217.1;ENST00000542294.1,19;19;27;41;48;167;228;228;139;274;176;169;168;141;243;242;181;208;112;225;212;247;247;190
chr12,8082135,8082135,promoter-TSS,NECAP1,ENST00000546181.2;ENST00000542095.6;ENST00000638237.1;ENST00000639276.1;ENST00000450991.6;ENST00000639368.1;ENST00000639038.1;ENST00000639595.1;ENST00000639071.1;ENST00000339754.11;ENST00000640099.1;ENST00000640209.1;ENST00000638787.1;ENST00000639811.1;ENST00000639167.1;ENST00000537796.2;ENST00000544891.6;ENST00000541948.2;ENST00000638883.1;ENST00000640481.1;ENST00000545807.6;ENST00000540083.1;ENST00000624929.1,92;119;130;132;132;133;135;135;138;138;141;141;144;144;144;144;144;145;155;164;172;651;27
chr12,10613570,10613570,promoter-TSS,,ENST00000320756.7;ENST00000539554.5;ENST00000544850.5;ENST00000537852.5;ENST00000540074.5;ENST00000545236.5;ENST00000543929.5;ENST00000546173.5;ENST00000544176.1;ENST00000625272.1,38;20;23;29;20;38;29;2;29;34
chr12,11171625,11171625,promoter-TSS,,ENST00000536668.2;ENST00000535024.6;ENST00000541977.5;ENST00000381852.4;ENST00000546265.1;ENST00000541175.1;ENST00000543969.1,26;24;80;51;16;164;271
chr12,12717402,12717402,promoter-TSS,,ENST00000614874.2;ENST00000228872.9;ENST00000396340.1;ENST00000442489.1,33;33;419;458
chr12,12813370,12813370,promoter-TSS,DDX47,ENST00000541537.5;ENST00000352940.8;ENST00000426619.6;ENST00000544032.5;ENST00000358007.7;ENST00000545038.5;ENST00000544497.1;ENST00000542123.5;ENST00000544400.1,53;53;23;23;23;15;14;11;9
chr12,14385312,14385312,promoter-TSS,ATF7IP,ENST00000541654.1,3
chr12,14803471,14803471,promoter-TSS,C12orf60,ENST00000533472.1;ENST00000648334.1;ENST00000330828.3;ENST00000527783.1;ENST00000261167.7;ENST00000544764.5;ENST00000535328.1;ENST00000543316.1,194;197;198;205;6;14;14;4
chr1,58700037,58700037,promoter-TSS,,ENST00000655340.1;ENST00000472487.6;ENST00000697253.1;ENST00000697254.1;ENST00000697255.1;ENST00000697257.1;ENST00000665648.1;ENST00000659812.2;ENST00000659108.1;ENST00000697261.1;ENST00000697263.1;ENST00000483003.6;ENST00000697264.1;ENST00000489282.1,34;24;14;24;52;24;34;14;34;30;34;34;24;39
chr12,22544534,22544534,promoter-TSS,,ENST00000658064.1;ENST00000670175.1;ENST00000446597.6;ENST00000333957.8;ENST00000396028.6;ENST00000536386.5;ENST00000542676.5;ENST00000545552.5;ENST00000541310.5;ENST00000535304.1,141;186;7;11;124;124;280;41;11;344
chr12,27022584,27022584,promoter-TSS,MED21,ENST00000546323.5;ENST00000536503.5;ENST00000282892.4;ENST00000536711.5;ENST00000538186.5,37;33;25;21;6
chr12,29381149,29381149,promoter-TSS,,ENST00000360150.9;ENST00000552155.5;ENST00000546839.5;ENST00000550353.5;ENST00000552132.5;ENST00000548441.1,22;11;0;25;39;31
chr12,31652009,31652009,promoter-TSS,,ENST00000418260.3;ENST00000659799.1,48;85
chr12,32106930,32106930,promoter-TSS,BICD1,ENST00000551848.1;ENST00000548411.6;ENST00000652176.1;ENST00000550207.1;ENST00000395758.3;ENST00000551086.1,94;82;82;44;321;365
chr12,32755872,32755872,promoter-TSS,,ENST00000324868.13;ENST00000548490.1,24;75
chr12,39443105,39443105,promoter-TSS,,ENST00000361418.10;ENST00000636569.1;ENST00000544797.6;ENST00000541463.6,14;161;45;134
chr12,48198389,48198389,promoter-TSS,,ENST00000647575.1;ENST00000595310.1,31;1
chr12,48852146,48852146,promoter-TSS,,ENST00000308025.8;ENST00000703179.1;ENST00000552369.6;ENST00000551098.6;ENST00000547135.5;ENST00000553182.5;ENST00000552512.5;ENST00000551468.1,16;16;29;1;4;4;4;4
chr12,50085392,50085392,promoter-TSS,SMARCD1,ENST00000551966.5;ENST00000550477.5;ENST00000547247.5;ENST00000394963.9;ENST00000547637.1;ENST00000551497.1,66;63;49;49;38;290
chr12,50167298,50167298,promoter-TSS,,ENST00000317551.12;ENST00000551697.5;ENST00000380189.8;ENST00000547787.5;ENST00000438450.6;ENST00000542320.5;ENST00000547800.2;ENST00000549389.5;ENST00000550258.5;ENST00000547455.5;ENST00000546514.1;ENST00000550899.1;ENST00000547852.1,70;3;21;4;94;1;44;29;27;70;60;70;1
chr12,50763942,50763942,promoter-TSS,ATF1,ENST00000549612.5;ENST00000262053.8;ENST00000551831.5;ENST00000552487.1,135;158;537;566
chr12,51048358,51048358,promoter-TSS,LETMD1,ENST00000547318.5;ENST00000552430.5;ENST00000553175.5;ENST00000550755.5;ENST00000550446.5;ENST00000550929.5;ENST00000547029.5;ENST00000550442.5;ENST00000549340.5;ENST00000548390.5;ENST00000546992.5;ENST00000551261.5;ENST00000548209.5;ENST00000548251.5;ENST00000550715.5;ENST00000550814.5;ENST00000547660.5;ENST00000262055.9;ENST00000547555.5;ENST00000548401.1;ENST00000549686.5;ENST00000418425.6;ENST00000547008.5;ENST00000547877.5;ENST00000550100.5;ENST00000380135.7;ENST00000552739.5;ENST00000548516.5;ENST00000552645.5;ENST00000547256.1,56;44;40;39;39;39;38;37;36;30;30;30;30;30;30;30;30;30;30;28;19;19;16;14;13;13;11;0;515;719
chr12,51591258,51591258,promoter-TSS,SCN8A,ENST00000637709.2;ENST00000668547.1;ENST00000354534.11;ENST00000627620.5;ENST00000545061.5,33;24;24;24;21
chr12,53006490,53006490,promoter-TSS,EIF4B,ENST00000549077.5;ENST00000549645.5;ENST00000551002.5;ENST00000420463.7;ENST00000262056.14;ENST00000416762.7;ENST00000550704.5;ENST00000549481.5;ENST00000552490.5;ENST00000550390.1,58;41;33;33;33;32;30;21;20;5
chr12,53252148,53252148,promoter-TSS,,ENST00000329548.5;ENST00000552097.1,52;300
chr12,53295576,53295576,promoter-TSS,,ENST00000550069.2;ENST00000677326.1;ENST00000676527.1;ENST00000549759.2;ENST00000677982.1;ENST00000628881.2;ENST00000677199.1;ENST00000678256.1;ENST00000550880.5;ENST00000351500.7;ENST00000676468.1;ENST00000676632.1;ENST00000676940.1;ENST00000679196.1;ENST00000550846.5;ENST00000551223.5;ENST00000678284.1;ENST00000552341.5;ENST00000243040.10;ENST00000334478.9;ENST00000547130.6;ENST00000549995.1;ENST00000677184.1;ENST00000677712.1;ENST00000552742.6;ENST00000550513.1;ENST00000547228.1;ENST00000553171.2;ENST00000678985.1;ENST00000552548.6;ENST00000550964.6,96;83;83;69;68;66;50;50;50;50;50;50;50;50;39;33;33;33;33;33;33;27;23;19;19;16;0;9;9;314;471
chr12,53379456,53379456,promoter-TSS,SP1,ENST00000551969.5;ENST00000327443.9,719;719
chr12,54016731,54016731,promoter-TSS,HOXC4,ENST00000303406.4;ENST00000512206.1,199;378
chr12,54325165,54325165,promoter-TSS,COPZ1,ENST00000553009.5;ENST00000549043.5;ENST00000551962.5;ENST00000552218.5;ENST00000262061.7;ENST00000551412.5;ENST00000550027.5;ENST00000553231.5;ENST00000552362.5;ENST00000455864.6;ENST00000550171.5;ENST00000549116.5;ENST00000551779.5;ENST00000548281.5;ENST00000548753.1,55;35;33;33;33;25;25;25;25;25;25;20;13;36;418
chr12,55817690,55817690,promoter-TSS,ORMDL2,ENST00000552672.5;ENST00000243045.10;ENST00000550836.1;ENST00000548974.1;ENST00000546645.1;ENST00000546604.5;ENST00000552884.5;ENST00000336133.8;ENST00000552080.1;ENST00000552207.1,350;350;353;639;665;33;31;33;18;29
chr12,55927162,55927162,promoter-TSS,DGKA,ENST00000546878.5;ENST00000398213.4;ENST00000302533.6,156;49;50
chr12,56116641,56116641,promoter-TSS,RPL41,ENST00000501597.3;ENST00000546485.5;ENST00000358888.7;ENST00000546591.6;ENST00000546654.1;ENST00000552314.1,50;8;7;7;126;139
chr1,61725116,61725116,promoter-TSS,TM2D1,ENST00000606498.5;ENST00000488206.5;ENST00000468586.5;ENST00000371178.5;ENST00000494926.5;ENST00000496465.1;ENST00000371177.2,24;2;48;3;65;27;16
chr12,56468585,56468585,promoter-TSS,,ENST00000338146.7,6
chr12,56645986,56645986,promoter-TSS,ATP5F1B,ENST00000548474.2;ENST00000262030.8;ENST00000547808.5;ENST00000551020.5;ENST00000552959.5;ENST00000553007.2;ENST00000548647.1;ENST00000384304.1,706;1;1;18;30;18;57;884
chr12,56725286,56725286,promoter-TSS,,ENST00000678066.1;ENST00000678047.1;ENST00000678416.1;ENST00000546862.6;ENST00000679092.1;ENST00000550952.6;ENST00000454682.6;ENST00000550920.6;ENST00000678376.1;ENST00000552540.5;ENST00000393891.8;ENST00000548563.5;ENST00000547914.5;ENST00000549259.5;ENST00000551775.5;ENST00000552055.5;ENST00000551793.5;ENST00000551520.1;ENST00000548084.1,14;18;16;22;48;2;12;0;0;29;18;12;11;366;17;249;14;8;15
chr12,57694158,57694158,promoter-TSS,,ENST00000700666.1;ENST00000553208.6;ENST00000552423.2;ENST00000550848.5;ENST00000315970.12;ENST00000547079.5;ENST00000552787.5;ENST00000551285.5;ENST00000439210.6;ENST00000413095.6;ENST00000551035.5;ENST00000435406.6;ENST00000550372.5;ENST00000700667.1;ENST00000550793.1;ENST00000700668.1,63;63;36;25;25;20;18;14;14;12;12;12;11;7;3;181
chr12,57772097,57772097,promoter-TSS,EEF1AKMT3,ENST00000551420.1;ENST00000300209.13;ENST00000552307.1;ENST00000651284.1;ENST00000333012.5;ENST00000471530.5;ENST00000553083.1;ENST00000546504.1;ENST00000324871.12;ENST00000257848.7;ENST00000551117.1;ENST00000553125.5;ENST00000548681.1;ENST00000549773.1,102;516;558;562;580;930;954;955;7;21;20;18;16;3
chr12,62260391,62260391,promoter-TSS,USP15,ENST00000353364.7;ENST00000549523.5;ENST00000618986.1;ENST00000550632.5;ENST00000312635.10;ENST00000548524.5;ENST00000280377.10;ENST00000546718.5;ENST00000551206.5;ENST00000537297.2;ENST00000549237.5;ENST00000549379.5;ENST00000552075.5;ENST00000549456.5;ENST00000550060.5;ENST00000548541.5;ENST00000500610.1;ENST00000547941.1,52;34;31;26;5;7;12;15;15;16;36;246;220;636;277;253;662;249
chr1,62436231,62436231,promoter-TSS,USP1,ENST00000452143.5;ENST00000442679.5;ENST00000371146.5;ENST00000339950.5,65;66;72;817
chr12,62602759,62602759,promoter-TSS,,ENST00000550290.2;ENST00000619323.2;ENST00000362309.3,6;606;926
chr12,65169599,65169599,promoter-TSS,LEMD3,ENST00000541171.1;ENST00000308330.3;ENST00000685904.1,15;15;136
chr12,66169970,66169970,promoter-TSS,,ENST00000539652.1;ENST00000358230.8;ENST00000544599.5;ENST00000398033.8;ENST00000633367.1;ENST00000286424.12;ENST00000545407.5;ENST00000542724.5;ENST00000545504.1;ENST00000534930.1;ENST00000542072.1;ENST00000535812.1,14;25;458;27;56;7;9;28;33;0;18;41
chr12,68332546,68332546,promoter-TSS,,ENST00000682720.1;ENST00000540418.5;ENST00000303145.11;ENST00000411698.6;ENST00000541686.5;ENST00000393543.7;ENST00000430606.3;ENST00000545724.2;ENST00000541087.1,183;259;213;259;509;221;164;288;290
chr12,69239656,69239656,promoter-TSS,,ENST00000435070.7;ENST00000550075.5;ENST00000456847.7;ENST00000650046.1;ENST00000266679.8;ENST00000550987.5;ENST00000551516.1,86;83;55;55;39;35;13
chr12,70243422,70243422,promoter-TSS,CNOT2,ENST00000552319.5;ENST00000550160.5;ENST00000551661.5;ENST00000553078.5;ENST00000551132.5;ENST00000548021.5;ENST00000552915.5;ENST00000229195.8;ENST00000550641.6;ENST00000549443.5;ENST00000548741.5;ENST00000552483.5;ENST00000552422.5;ENST00000551179.1;ENST00000547321.5;ENST00000553020.5;ENST00000548159.5;ENST00000549750.5;ENST00000551043.5;ENST00000549419.6;ENST00000668518.1;ENST00000676451.1;ENST00000689831.1;ENST00000552998.2;ENST00000675475.1;ENST00000701960.1;ENST00000701750.1;ENST00000550216.1;ENST00000656495.3;ENST00000553135.3;ENST00000688862.2;ENST00000686072.1;ENST00000670041.1;ENST00000549651.1;ENST00000686629.1,11;9;0;1;1;2;10;10;10;13;15;19;20;22;25;26;291;325;328;55;84;577;42;45;45;68;65;72;16;16;35;23;84;61;45
chr12,71839765,71839765,promoter-TSS,TBC1D15,ENST00000482439.6;ENST00000550746.5;ENST00000498482.5;ENST00000474468.5;ENST00000549402.5;ENST00000472611.6;ENST00000491063.5;ENST00000319106.12;ENST00000462788.6;ENST00000485960.7;ENST00000468049.2;ENST00000546932.5,57;46;5;5;5;5;5;5;5;5;1;12
chr12,76764271,76764271,promoter-TSS,ZDHHC17,ENST00000552453.5;ENST00000547620.5;ENST00000550876.1;ENST00000551407.5;ENST00000547604.1;ENST00000550163.5;ENST00000549682.5,26;17;16;12;12;26;301
chr12,79934920,79934920,promoter-TSS,PPP1R12A-AS1,ENST00000552885.2;ENST00000550107.5;ENST00000550510.5,18;10;204
chr1,64745135,64745135,promoter-TSS,,ENST00000294428.8;ENST00000371072.8,59;39
chr1,65067748,65067748,promoter-TSS,,ENST00000685799.1;ENST00000671954.2;ENST00000672434.2;ENST00000699312.1;ENST00000672751.2;ENST00000673502.2;ENST00000699263.1;ENST00000699314.1;ENST00000672099.1,59;16;15;15;5;1;133;15;18
chr1,1399306,1399306,promoter-TSS,,ENST00000444362.3;ENST00000448629.8;ENST00000572242.2;ENST00000659048.2;ENST00000685968.1;ENST00000418833.2;ENST00000689419.2;ENST00000690954.1;ENST00000576232.2;ENST00000570344.1;ENST00000702056.1;ENST00000447725.2;ENST00000702620.1;ENST00000400809.8;ENST00000496007.5;ENST00000481223.6;ENST00000488340.5;ENST00000471930.5;ENST00000408918.8;ENST00000425598.2;ENST00000497013.1,208;208;211;212;215;223;239;240;245;255;257;265;268;28;2;4;21;939;10;18;349
chr12,93441929,93441929,promoter-TSS,,ENST00000318066.7;ENST00000550657.1;ENST00000549833.1;ENST00000549490.1;ENST00000552442.1,17;13;672;30;5
chr12,93467526,93467526,promoter-TSS,,ENST00000549982.6;ENST00000552217.6;ENST00000552326.5;ENST00000393128.8;ENST00000547098.5;ENST00000358678.7;ENST00000551396.5,11;11;8;8;7;7;13
chr12,93677339,93677339,promoter-TSS,CRADD,ENST00000552983.5;ENST00000549615.5;ENST00000332896.8;ENST00000552033.5;ENST00000548483.5;ENST00000551065.5;ENST00000542893.2,35;35;35;37;59;59;377
chr12,95217833,95217833,promoter-TSS,VEZT,ENST00000549589.5;ENST00000550803.5;ENST00000547611.5;ENST00000547997.5;ENST00000549002.5;ENST00000546557.5;ENST00000551746.5;ENST00000548838.5;ENST00000436874.6;ENST00000547484.5;ENST00000551472.5;ENST00000551792.5;ENST00000553063.5;ENST00000548455.5;ENST00000546398.5;ENST00000552031.5;ENST00000548822.5;ENST00000549624.5;ENST00000548245.5;ENST00000552626.5;ENST00000552660.5;ENST00000551039.5;ENST00000551994.5;ENST00000549192.5;ENST00000552821.5;ENST00000548371.5;ENST00000550106.5;ENST00000547894.5;ENST00000551695.5;ENST00000551356.5;ENST00000551311.5;ENST00000546365.5;ENST00000551902.5;ENST00000546445.5;ENST00000546409.5;ENST00000343958.9;ENST00000451107.3;ENST00000546711.5;ENST00000549499.1,86;86;79;71;70;68;52;33;25;24;22;21;21;21;21;20;20;20;20;20;20;14;14;8;6;8;231;282;295;395;396;420;421;427;476;365;350;368;453
chr12,95474169,95474169,promoter-TSS,METAP2,ENST00000546753.5;ENST00000261220.13;ENST00000549502.5;ENST00000553151.5;ENST00000323666.10;ENST00000550777.5;ENST00000551840.5,87;18;16;16;16;13;6
chr12,96489608,96489608,promoter-TSS,CFAP54,ENST00000554621.1;ENST00000553778.6;ENST00000524981.9,36;32;30
chr12,98491094,98491094,promoter-TSS,LINC02453,ENST00000549004.1,7
chr12,98503832,98503832,promoter-TSS,,ENST00000501499.3,26
chr12,98593714,98593714,promoter-TSS,SLC25A3,ENST00000188376.9;ENST00000551917.5;ENST00000546766.5;ENST00000551265.5;ENST00000550695.1;ENST00000547534.5;ENST00000228318.8;ENST00000552981.6;ENST00000549338.5;ENST00000551123.5;ENST00000548847.1,88;63;58;27;27;27;27;27;17;17;10
chr12,100142831,100142831,promoter-TSS,,ENST00000550886.1;ENST00000279907.12;ENST00000356828.7;ENST00000547428.1,226;42;15;6
chr12,101280131,101280131,promoter-TSS,,ENST00000261637.5;ENST00000551825.1,25;2
chr1,1407282,1407282,promoter-TSS,,ENST00000344843.12;ENST00000493287.5;ENST00000487659.1;ENST00000492508.1;ENST00000482352.1;ENST00000477686.1,10;974;13;283;7;46
chr1,8878150,8878150,promoter-TSS,ENO1-AS1,ENST00000442636.1;ENST00000646660.1;ENST00000646906.1;ENST00000414948.1,684;117;116;142
chr12,104064582,104064582,promoter-TSS,,ENST00000229330.9;ENST00000544223.6;ENST00000550444.1;ENST00000548660.5,50;39;231;398
chr12,107685698,107685698,promoter-TSS,,ENST00000412830.8;ENST00000552760.5;ENST00000547995.5;ENST00000541166.1,100;103;109;343
chr1,67430399,67430399,promoter-TSS,,ENST00000361219.11;ENST00000370994.8;ENST00000370995.6;ENST00000370990.5;ENST00000490406.1,2;15;12;26;741
chr12,108562620,108562620,promoter-TSS,ISCU,ENST00000545932.5;ENST00000311893.14;ENST00000552072.5;ENST00000535729.5;ENST00000431221.6;ENST00000547005.5;ENST00000392807.8;ENST00000539580.5;ENST00000539593.1;ENST00000535405.1,37;23;18;18;18;18;13;13;9;2
chr12,109477638,109477638,promoter-TSS,UBE3B,ENST00000539843.5;ENST00000342494.8;ENST00000536398.5;ENST00000539599.5;ENST00000340074.9;ENST00000540230.5;ENST00000449510.6;ENST00000537063.1;ENST00000228495.11;ENST00000440541.6;ENST00000537165.5;ENST00000541077.1;ENST00000542262.5;ENST00000542858.1;ENST00000535747.5;ENST00000538377.1,9;3;2;0;13;14;14;16;337;278;337;348;332;337;337;337
chr12,109996438,109996438,promoter-TSS,GIT2,ENST00000457474.6;ENST00000361006.9;ENST00000355312.8;ENST00000553118.5;ENST00000551209.5;ENST00000550186.5;ENST00000547815.5;ENST00000320063.10;ENST00000551455.5;ENST00000548643.5,142;133;69;48;213;213;141;146;64;69
chr12,110403711,110403711,promoter-TSS,,ENST00000455511.9;ENST00000450008.3;ENST00000552170.2;ENST00000464697.1,2;18;46;21
chr12,110583312,110583312,promoter-TSS,,ENST00000354300.5,5
chr12,110742910,110742910,promoter-TSS,,ENST00000335007.10;ENST00000340766.9;ENST00000550991.5;ENST00000551676.5;ENST00000620030.1;ENST00000551690.1,18;28;36;70;42;9
chr12,112108778,112108778,promoter-TSS,,ENST00000261745.9;ENST00000552527.5;ENST00000549711.5;ENST00000551858.1;ENST00000547133.1;ENST00000548627.1,4;6;17;0;34;7
chr12,112382419,112382419,promoter-TSS,HECTD4,ENST00000550722.5;ENST00000377560.9;ENST00000682272.1;ENST00000550724.2,326;19;11;326
chr12,113966314,113966314,promoter-TSS,RBM19,ENST00000545145.6;ENST00000392561.7;ENST00000261741.10;ENST00000546876.1,7;3;10;104
chr12,117190439,117190439,promoter-TSS,,ENST00000622495.5;ENST00000550180.5;ENST00000330622.9;ENST00000551458.1,30;152;16;30
chr12,120438135,120438135,promoter-TSS,COX6A1,ENST00000550009.1;ENST00000229379.3;ENST00000551806.1,44;21;62
chr12,120529144,120529144,promoter-TSS,,ENST00000288532.11;ENST00000445328.6;ENST00000552443.5;ENST00000547943.5;ENST00000547736.1;ENST00000547448.1,13;16;3;20;10;9
chr12,120581381,120581381,promoter-TSS,POP5,ENST00000341039.6;ENST00000357500.5;ENST00000542776.5;ENST00000543355.5;ENST00000535245.1;ENST00000539716.1,1;20;44;0;129;16
chr12,120710475,120710475,promoter-TSS,UNC119B,ENST00000618898.1;ENST00000344651.5;ENST00000539658.1,16;16;41
chr12,121016491,121016491,promoter-TSS,C12orf43,ENST00000288757.7;ENST00000537817.5;ENST00000546272.5;ENST00000539736.5;ENST00000538296.5;ENST00000535367.1;ENST00000508193.2,3;10;3;3;61;145;10
chr12,121801093,121801093,promoter-TSS,RHOF,ENST00000546227.5;ENST00000537157.5,415;85
chr12,121802903,121802903,promoter-TSS,RHOF,ENST00000541657.5;ENST00000542933.5;ENST00000428029.6;ENST00000541694.5;ENST00000543167.5;ENST00000535643.5;ENST00000543334.5;ENST00000536662.5;ENST00000545885.5,24;6;29;39;500;42;298;41;16
chr12,122226016,122226016,promoter-TSS,DIABLO,ENST00000464942.7;ENST00000353548.11;ENST00000644227.1;ENST00000644509.1;ENST00000342392.3;ENST00000645569.1;ENST00000267169.11;ENST00000540535.6;ENST00000541273.6;ENST00000541656.6;ENST00000446652.5,35;35;16;45;35;5;22;5;22;42;6
chr12,122500837,122500837,promoter-TSS,,ENST00000619123.1;ENST00000543897.5;ENST00000633063.3;ENST00000536663.5;ENST00000540586.1,349;241;94;588;316
chr12,123272157,123272157,promoter-TSS,,ENST00000261692.7,300
chr12,123364820,123364820,promoter-TSS,,ENST00000543072.2;ENST00000686582.1;ENST00000702491.1;ENST00000267176.8;ENST00000602398.3;ENST00000614241.1,101;113;127;22;26;22
chr12,123584272,123584272,promoter-TSS,TMED2,ENST00000438031.2;ENST00000543425.1;ENST00000262225.8;ENST00000544188.1,260;276;279;325
chr12,123671148,123671148,promoter-TSS,,ENST00000680574.1;ENST00000541523.1;ENST00000426174.6;ENST00000679504.1;ENST00000303372.7;ENST00000680500.1,37;34;34;34;34;32
chr12,130872086,130872086,promoter-TSS,RAN,ENST00000448750.7;ENST00000536606.5;ENST00000537745.5;ENST00000541630.5;ENST00000543796.6;ENST00000477395.5;ENST00000392369.6;ENST00000535090.5;ENST00000541679.7;ENST00000464211.6;ENST00000392367.4,48;38;19;19;19;15;15;9;3;9;9
chr12,131711088,131711088,promoter-TSS,SFSWAP,ENST00000540469.5;ENST00000538548.5;ENST00000261674.9;ENST00000535399.1;ENST00000535236.5;ENST00000541286.5,6;1;1;6;11;48
chr12,132887773,132887773,promoter-TSS,,ENST00000424075.2;ENST00000450056.7;ENST00000266880.11;ENST00000443047.6;ENST00000432561.6;ENST00000540963.1;ENST00000537551.5;ENST00000535181.5;ENST00000536196.1,68;167;174;169;164;240;250;208;200
chr12,133181494,133181494,promoter-TSS,ZNF268,ENST00000416488.5;ENST00000228289.9;ENST00000537973.5;ENST00000541211.6;ENST00000546126.7;ENST00000536435.7;ENST00000500625.7;ENST00000539248.6;ENST00000542711.6;ENST00000536899.6;ENST00000542986.6;ENST00000611984.4;ENST00000541975.2;ENST00000541009.6;ENST00000588312.2;ENST00000592241.5,84;19;0;0;0;0;8;16;16;19;19;27;33;64;125;125
chr13,19782933,19782933,promoter-TSS,PSPC1,ENST00000471658.5;ENST00000492741.5;ENST00000338910.9;ENST00000619300.4;ENST00000427943.1,15;8;11;85;68
chr13,20902743,20902743,promoter-TSS,,ENST00000255305.11;ENST00000465018.1,2;3
chr13,21140609,21140609,promoter-TSS,SAP18,ENST00000621421.4;ENST00000607003.5;ENST00000485646.1;ENST00000492245.5;ENST00000450573.5;ENST00000467636.1;ENST00000516319.1,94;30;2;5;164;276;651
chr13,21604147,21604147,promoter-TSS,,ENST00000382374.9;ENST00000476895.5;ENST00000469058.1;ENST00000468222.2,22;435;17;33
chr13,27251578,27251578,promoter-TSS,,ENST00000311549.11;ENST00000461690.5;ENST00000272274.8;ENST00000319826.8;ENST00000326092.8;ENST00000620494.1;ENST00000667032.1,19;16;0;4;18;289;866
chr1,70354712,70354712,promoter-TSS,,ENST00000361764.9;ENST00000463058.7;ENST00000689607.2;ENST00000359875.10;ENST00000370940.8;ENST00000486110.2;ENST00000531950.1;ENST00000525653.1;ENST00000370944.9;ENST00000262346.6,73;78;80;83;83;85;131;142;9;21
chr13,29850559,29850559,promoter-TSS,,ENST00000380680.5,57
chr13,30464762,30464762,promoter-TSS,HMGB1,ENST00000339872.8;ENST00000399489.5,451;514
chr13,32538805,32538805,promoter-TSS,N4BP2L2,ENST00000357505.10;ENST00000399396.7;ENST00000504114.5;ENST00000674456.1;ENST00000674161.1;ENST00000674272.1;ENST00000674422.1;ENST00000674452.1;ENST00000674384.1;ENST00000505213.5;ENST00000674219.1;ENST00000267068.6;ENST00000674349.1;ENST00000674428.1;ENST00000674421.1;ENST00000674465.1;ENST00000674297.1;ENST00000674180.1;ENST00000674480.1;ENST00000674377.1;ENST00000674437.1;ENST00000674327.1;ENST00000674196.1;ENST00000674399.1;ENST00000674163.1;ENST00000511143.5;ENST00000674484.1;ENST00000674433.1;ENST00000674408.1;ENST00000674494.1;ENST00000512755.2;ENST00000674276.1;ENST00000674369.1;ENST00000674462.1;ENST00000483088.2,79;79;118;121;19;7;19;13;75;27;19;9;19;12;5;19;12;9;9;9;52;19;13;19;9;12;2;19;26;9;20;19;19;19;13
chr13,32586447,32586447,promoter-TSS,,ENST00000315596.15;ENST00000482955.5;ENST00000498550.5;ENST00000450460.5;ENST00000493653.1;ENST00000466078.1,4;7;95;100;103;121
chr13,34942324,34942324,promoter-TSS,,ENST00000692464.1;ENST00000692628.1;ENST00000686972.1;ENST00000691351.1;ENST00000686320.1;ENST00000379939.7;ENST00000400445.8,53;53;53;53;53;53;53
chr13,37000806,37000806,promoter-TSS,,ENST00000470423.2;ENST00000686701.1;ENST00000684866.1;ENST00000488108.6;ENST00000689744.1;ENST00000464235.6;ENST00000692143.1;ENST00000239893.9;ENST00000686472.1;ENST00000474661.5;ENST00000692477.1;ENST00000686729.1;ENST00000389704.4;ENST00000685624.1;ENST00000693100.1;ENST00000490537.6;ENST00000689948.1;ENST00000488779.6;ENST00000690673.1;ENST00000685643.1;ENST00000687482.1;ENST00000685563.1;ENST00000692787.1;ENST00000693733.1;ENST00000688436.1;ENST00000690774.1;ENST00000688064.1;ENST00000692761.1;ENST00000687944.1;ENST00000692588.1;ENST00000691611.1;ENST00000692636.1;ENST00000496689.2;ENST00000681893.1;ENST00000681016.1;ENST00000680949.1,39;27;27;25;24;23;23;22;19;19;19;19;19;19;19;18;17;17;17;17;17;17;17;17;17;17;16;14;0;78;474;492;544;64;553;42
chr13,41311269,41311269,promoter-TSS,,ENST00000379406.8;ENST00000403412.7;ENST00000476980.5;ENST00000464857.5,1;10;12;25
