chr,start,end,annotation,geneName,transcript,distanceToTSS
chr1,170709801,170709801,intron,PRRX1,ENST00000553786.1;ENST00000367760.7;ENST00000497230.2;ENST00000239461.11,47072;46666;45863;45669
chr1,174902910,174902910,intron,RABGAP1L,ENST00000251507.8;ENST00000681986.1;ENST00000529145.6;ENST00000325589.9;ENST00000469553.6;ENST00000367687.5;ENST00000347255.6;ENST00000489615.5;ENST00000478442.5;ENST00000465412.5;ENST00000486220.5;ENST00000392064.6,743392;743389;202496;202384;202178;201889;201887;102977;28451;28438;27363;25469
chr1,181640241,181640241,intron,CACNA1E,ENST00000524607.6;ENST00000367570.6;ENST00000533229.1;ENST00000367573.7;ENST00000621791.4;ENST00000360108.7;ENST00000700187.1,322550;157386;156929;156723;156660;156502;156477
chr1,182171351,182171351,intron,,ENST00000663078.1;ENST00000653755.1;ENST00000449842.2;ENST00000608183.1,138856;121993;142709;73047
chr1,182430899,182430899,intron,RGSL1,ENST00000634758.1;ENST00000634679.1,21706;21704
chr1,183061003,183061003,intron,,ENST00000258341.5,37582
chr1,185567292,185567292,intron,,ENST00000667194.1;ENST00000655976.1;ENST00000439633.7;ENST00000608417.6;ENST00000669266.1;ENST00000665770.1;ENST00000670075.1;ENST00000609066.6;ENST00000667796.1;ENST00000655092.1;ENST00000665129.1;ENST00000657435.1;ENST00000665999.1;ENST00000667960.1;ENST00000654367.1;ENST00000655693.1;ENST00000670065.1,61238;61651;61200;61200;61203;61206;61224;61228;61651;61200;61199;61200;61211;61220;61224;61200;61200
chr1,187339204,187339204,intron,ERVMER61-1,ENST00000643891.1;ENST00000609113.2;ENST00000657376.1;ENST00000670356.1;ENST00000645691.1;ENST00000458683.1;ENST00000644648.1;ENST00000644419.1;ENST00000667298.1,268503;266690;266683;266667;266424;246361;77694;31809;31712
chr1,190215821,190215821,intron,,ENST00000367462.5,262042
chr1,192559811,192559811,intron,,ENST00000642855.1;ENST00000644134.1;ENST00000646471.1;ENST00000644058.1;ENST00000434300.2;ENST00000646999.1,69273;365903;179683;365992;179631;208722
chr1,200448242,200448242,intron,,ENST00000637430.1;ENST00000660351.1;ENST00000634596.2;ENST00000702619.1;ENST00000702321.1;ENST00000427825.3;ENST00000689990.1;ENST00000659976.2;ENST00000647823.1;ENST00000654000.1;ENST00000684979.2;ENST00000702624.1;ENST00000660132.1,115048;36713;36609;36570;36570;36563;36561;36557;36547;36520;36520;36427;3754
chr1,200646677,200646677,intron,DDX59,ENST00000447706.6;ENST00000452560.5;ENST00000413408.5;ENST00000331314.11;ENST00000429498.5;ENST00000433235.1,23229;2471;3974;23229;17286;8191
chr1,200910196,200910196,intron,INAVA,ENST00000367342.8;ENST00000413687.3;ENST00000526172.1,18854;15295;1700
chr1,202806017,202806017,intron,,ENST00000367265.9;ENST00000648338.1;ENST00000649542.1;ENST00000647757.1;ENST00000367264.7;ENST00000650569.1;ENST00000648473.1;ENST00000648056.1;ENST00000649770.1;ENST00000648469.1;ENST00000650417.1;ENST00000235790.9;ENST00000648738.1;ENST00000648958.1;ENST00000602511.1;ENST00000650368.1;ENST00000649200.1;ENST00000648354.1;ENST00000650493.1;ENST00000470573.5;ENST00000467487.3,2403;2455;2031;2034;2463;2398;2463;2469;2403;2452;2463;1330;2096;2415;2107;2469;2421;2198;2431;733;1187
chr1,206817134,206817134,intron,,ENST00000662320.1;ENST00000656872.2;ENST00000659997.3,46369;46369;46360
chr1,207820639,207820639,intron,MIR29B2CHG,ENST00000608023.5;ENST00000637970.1;ENST00000652846.1;ENST00000487977.2;ENST00000655169.1,48510;58456;2063;2088;2062
chr1,212957328,212957328,intron,VASH2,ENST00000366966.6;ENST00000517399.3;ENST00000366968.8;ENST00000366964.7;ENST00000366965.6;ENST00000271776.4;ENST00000366967.6,6807;6786;6733;6709;6692;6686;6660
chr1,212959375,212959375,intron,VASH2,ENST00000366966.6;ENST00000517399.3;ENST00000366968.8;ENST00000366964.7;ENST00000366965.6;ENST00000271776.4;ENST00000366967.6,8854;8833;8780;8756;8739;8733;8707
chr1,219916036,219916036,intron,SLC30A10,ENST00000484239.5;ENST00000366926.4;ENST00000696608.1;ENST00000356609.2;ENST00000484079.1,42610;12520;42981;12614;2993
chr1,221726184,221726184,intron,,ENST00000366899.4;ENST00000468085.5;ENST00000477026.5,15904;10715;15904
chr1,221728090,221728090,intron,,ENST00000366899.4;ENST00000468085.5;ENST00000477026.5,13998;8809;13998
chr1,221962537,221962537,intron,LINC02257,ENST00000412445.1,15985
chr1,224857942,224857942,intron,,ENST00000657178.1,23412
chr1,226179348,226179348,intron,,ENST00000366812.6,7392
chr1,233102518,233102518,intron,,ENST00000258229.14;ENST00000462233.5;ENST00000475463.6;ENST00000484041.5;ENST00000490102.6;ENST00000484347.5;ENST00000486012.5,193206;97672;155633;32669;37317;57788;75316
chr1,234361314,234361314,intron,,ENST00000425104.1,4307
chr1,234926536,234926536,intron,,ENST00000651370.1,6116
chr1,235275367,235275367,intron,ARID4B,ENST00000366603.6;ENST00000349213.7;ENST00000264183.9;ENST00000421364.5;ENST00000491632.5;ENST00000418304.1;ENST00000466653.1,52119;52851;52811;52766;52800;52828;52849
chr1,240782213,240782213,intron,,ENST00000690539.1;ENST00000687018.1;ENST00000440928.6;ENST00000348120.6;ENST00000366563.5;ENST00000366564.5;ENST00000366565.5;ENST00000687918.1;ENST00000686277.1;ENST00000689639.1;ENST00000686049.1;ENST00000691399.1;ENST00000690224.1;ENST00000693043.1;ENST00000691979.1;ENST00000685936.1;ENST00000686340.1;ENST00000688703.1;ENST00000689640.1;ENST00000690614.1;ENST00000692860.1;ENST00000687793.1;ENST00000688438.1;ENST00000686241.1;ENST00000690236.1;ENST00000693448.1;ENST00000687448.1;ENST00000689602.1;ENST00000691485.1;ENST00000692410.1;ENST00000688738.1;ENST00000688216.1;ENST00000686645.1;ENST00000690019.1;ENST00000690356.1;ENST00000687040.1;ENST00000687977.1;ENST00000688545.1;ENST00000688633.1;ENST00000689115.1;ENST00000691271.1;ENST00000691989.1;ENST00000686465.1;ENST00000686908.1;ENST00000688737.1;ENST00000688863.1;ENST00000691597.1;ENST00000691285.1;ENST00000685354.1,575160;575160;574991;573562;574701;574871;575016;45595;218694;296978;362422;404638;404678;574440;574939;575160;575160;575160;575160;575160;575160;297774;297775;297820;316665;404635;575160;575160;575160;575160;130836;180094;238997;575160;575160;575160;575160;575160;575160;575160;575160;575160;575160;575160;575160;575160;575160;180046;575160
chr1,245901573,245901573,intron,SMYD3,ENST00000366516.5;ENST00000366517.5;ENST00000630181.2;ENST00000490107.6;ENST00000470510.5;ENST00000493441.5;ENST00000488153.5;ENST00000492487.5;ENST00000391836.3;ENST00000464398.1,29249;54528;515835;605705;28363;86988;86964;404435;292153;194849
chr10,  1454515,  1454515,intron,,ENST00000381312.6,283009
chr10,  5443724,  5443724,intron,,ENST00000355029.9,31166
chr10, 10869749, 10869749,intron,CELF2,ENST00000637215.1;ENST00000638035.1;ENST00000636488.1,71351;71132;71124
chr10, 11166398, 11166398,intron,CELF2,ENST00000637215.1;ENST00000638035.1;ENST00000636488.1;ENST00000416382.6;ENST00000631460.1;ENST00000633200.1;ENST00000631816.1;ENST00000633077.2;ENST00000542579.5;ENST00000632065.1;ENST00000632728.1;ENST00000399850.7;ENST00000417956.6;ENST00000608830.5;ENST00000609870.5;ENST00000609692.5;ENST00000354897.3,368000;367781;367773;161076;161073;161062;161020;148525;148467;148431;147621;1367;1367;1257;913;913;911
chr10, 12619004, 12619004,intron,,ENST00000619168.5;ENST00000487696.1;ENST00000378845.5,269456;269351;269270
chr10, 14882055, 14882055,intron,SUV39H2,ENST00000378331.5;ENST00000433779.5;ENST00000378325.7;ENST00000354919.11;ENST00000313519.9;ENST00000420416.1;ENST00000412254.1;ENST00000358298.6,3234;3206;3191;3188;3154;3132;2238;554
chr10, 17648811, 17648811,intron,,ENST00000377524.8;ENST00000445846.1;ENST00000377500.1,4659;4602;4602
chr10, 17655755, 17655755,intron,,ENST00000377524.8;ENST00000445846.1;ENST00000377500.1,11603;11546;11546
chr10, 18294730, 18294730,intron,,ENST00000324631.13;ENST00000645287.2;ENST00000352115.10;ENST00000377328.5;ENST00000643096.2;ENST00000644004.1;ENST00000282343.13;ENST00000377319.9;ENST00000615785.4;ENST00000617363.4;ENST00000396576.6;ENST00000651896.1;ENST00000377331.8,154305;153993;153992;153992;153916;153848;153771;34007;33960;33960;33960;33518;33518
chr10, 18465626, 18465626,intron,,ENST00000324631.13;ENST00000645287.2;ENST00000352115.10;ENST00000377328.5;ENST00000643096.2;ENST00000644004.1;ENST00000282343.13;ENST00000377319.9;ENST00000615785.4;ENST00000617363.4;ENST00000396576.6;ENST00000377331.8;ENST00000377329.10;ENST00000498816.1;ENST00000652391.1;ENST00000377315.6;ENST00000650685.1;ENST00000647168.2;ENST00000651330.1;ENST00000643330.1;ENST00000652478.1;ENST00000651928.1;ENST00000651468.1,325201;324889;324888;324888;324812;324744;324667;204903;204856;204856;204856;204414;124916;124908;98719;65050;64991;64949;64949;64938;64936;64918;63662
chr10, 21020669, 21020669,intron,,ENST00000675700.1;ENST00000675702.1;ENST00000417816.2;ENST00000675114.1;ENST00000675747.1;ENST00000676018.1,154261;272341;153517;80460;153223;125889
chr10, 22322515, 22322515,intron,COMMD3-BMI1,ENST00000475460.6;ENST00000602390.5;ENST00000489125.2;ENST00000463409.6;ENST00000417470.1;ENST00000602395.1;ENST00000376663.8;ENST00000602523.1;ENST00000456675.2;ENST00000442508.5,6126;6105;6083;6082;6062;4213;1415;1055;929;408
chr10, 30931157, 30931157,intron,,ENST00000436087.7;ENST00000331737.10;ENST00000361310.7;ENST00000413025.5;ENST00000442986.5;ENST00000452305.5;ENST00000538351.6;ENST00000375311.1,100707;53268;53268;100779;100779;100779;68359;100767
chr10, 34292307, 34292307,intron,PARD3,ENST00000545260.5;ENST00000545693.5;ENST00000696673.1;ENST00000346874.9;ENST00000350537.9;ENST00000374788.8;ENST00000374789.8;ENST00000374790.8;ENST00000374794.8;ENST00000466092.1,523017;523017;387378;522988;522988;522988;522988;522988;522988;44012
chr10, 45653807, 45653807,intron,,ENST00000344646.10;ENST00000374366.7;ENST00000374371.6;ENST00000465407.5;ENST00000495747.5;ENST00000497028.5;ENST00000335258.8,18964;18924;18944;18954;18467;18954;18972
chr10, 49943906, 49943906,intron,TIMM23B,ENST00000478381.5;ENST00000651259.3;ENST00000651763.1;ENST00000651208.1;ENST00000483296.5;ENST00000652716.1;ENST00000402038.7,1856;1852;1849;1848;1824;1824;26296
chr10, 63134232, 63134232,intron,NRBF2,ENST00000435510.6;ENST00000277746.11,984;903
chr10, 68115641, 68115641,intron,,ENST00000685154.1;ENST00000689484.1;ENST00000689797.1;ENST00000692979.1;ENST00000686289.1;ENST00000685006.1;ENST00000687705.1;ENST00000354393.7;ENST00000685627.1;ENST00000692953.1;ENST00000613327.5;ENST00000687572.1;ENST00000692038.1;ENST00000685060.1;ENST00000358913.10;ENST00000689218.1;ENST00000373675.4;ENST00000690544.1;ENST00000688812.1,27743;27743;27743;9586;9569;9521;9521;9521;9518;9518;9517;9503;9100;6152;6152;6144;6079;5969;5969
chr10, 68600759, 68600759,intron,,ENST00000373644.5,40421
chr10, 68849132, 68849132,intron,,ENST00000298596.11;ENST00000399169.8;ENST00000399162.2;ENST00000399165.8;ENST00000642869.1,21600;21590;21507;21507;21507
chr10, 69091500, 69091500,intron,,ENST00000242465.4;ENST00000462445.1,3396;3393
chr10, 73717841, 73717841,intron,,ENST00000399449.3;ENST00000580790.1;ENST00000584747.5;ENST00000441263.1,12624;12645;12627;10738
chr10, 74127188, 74127188,intron,,ENST00000355264.9;ENST00000372745.1,23639;23653
chr10, 74179395, 74179395,intron,,ENST00000672429.1;ENST00000539909.6;ENST00000286621.7;ENST00000478611.2;ENST00000673352.1;ENST00000673310.1;ENST00000672920.1;ENST00000672394.1;ENST00000673027.1;ENST00000372734.5;ENST00000541550.6,28192;28173;28170;28159;28154;2843;2810;2742;2631;2631;2624
chr10, 75956176, 75956176,intron,,ENST00000611255.5;ENST00000593817.1;ENST00000593699.5;ENST00000372499.5,524551;354935;308666;173414
chr10, 77308946, 77308946,intron,KCNMA1,ENST00000604624.6;ENST00000707137.1;ENST00000639601.1;ENST00000638991.1;ENST00000639913.1;ENST00000639205.1;ENST00000639486.1;ENST00000639498.1;ENST00000640523.1;ENST00000372443.6;ENST00000638223.1;ENST00000639344.1;ENST00000638848.1;ENST00000639090.1;ENST00000639489.1;ENST00000639069.1;ENST00000372408.7;ENST00000639995.1;ENST00000639483.1;ENST00000372421.10;ENST00000640570.1;ENST00000372437.6;ENST00000638895.1;ENST00000457953.6;ENST00000372440.6;ENST00000404771.8;ENST00000638203.1;ENST00000638306.1;ENST00000638351.1;ENST00000638606.1;ENST00000639591.1;ENST00000640182.1;ENST00000640605.1;ENST00000639968.1;ENST00000372403.9;ENST00000640626.1;ENST00000639851.1;ENST00000404857.6;ENST00000638252.1;ENST00000640029.1;ENST00000640093.1;ENST00000640934.1;ENST00000639544.1;ENST00000640807.1;ENST00000434208.6;ENST00000286627.10;ENST00000354353.9;ENST00000406533.7;ENST00000286628.14;ENST00000638283.1;ENST00000639370.1;ENST00000640141.1;ENST00000638754.1;ENST00000638632.1;ENST00000640969.1;ENST00000638751.1;ENST00000639406.1;ENST00000639823.1;ENST00000640834.1;ENST00000626620.3;ENST00000638575.1;ENST00000638759.1;ENST00000638514.1;ENST00000640353.1;ENST00000640773.1;ENST00000638249.1;ENST00000640386.1;ENST00000638506.1;ENST00000639120.1;ENST00000640311.1;ENST00000640824.1;ENST00000639282.1;ENST00000639204.1,95037;95078;328811;328872;328872;328500;329046;328500;329168;329422;328695;328547;328775;328828;328828;696;328500;328515;329000;328616;674;328506;328651;328819;328828;328828;328828;328828;328828;328828;328828;328828;328828;328828;328500;328500;41814;328500;328500;328500;328500;328500;328695;328695;328695;328955;95078;95078;328861;95076;328621;328828;95076;94966;328859;95076;328775;328500;328791;328695;328695;328695;328813;95074;328621;328388;95076;328536;328784;190023;41814;190023;671
chr10, 86712531, 86712531,intron,,ENST00000688001.1;ENST00000623056.4;ENST00000361373.9;ENST00000429277.7;ENST00000689740.1;ENST00000693680.1;ENST00000689296.1;ENST00000687154.1,45738;44023;44019;44019;44003;43962;43867;20472
chr10, 88409191, 88409191,intron,RNLS,ENST00000371947.7;ENST00000331772.9;ENST00000466945.5;ENST00000481793.1,175338;174126;174140;174138
chr10, 90047697, 90047697,intron,,ENST00000664430.1,194101
chr10, 93701942, 93701942,intron,,ENST00000359204.5,649
chr10, 98194792, 98194792,intron,R3HCC1L,ENST00000370584.7;ENST00000298999.8;ENST00000370586.6;ENST00000613938.4;ENST00000314594.6;ENST00000612478.4,60167;60134;31908;31504;31504;31504
chr10, 98778717, 98778717,intron,,ENST00000370552.8;ENST00000370549.5;ENST00000628193.2;ENST00000370546.5,457134;457144;457144;457084
chr10,101400816,101400816,intron,BTRC,ENST00000393441.8;ENST00000475200.5;ENST00000408038.6;ENST00000370187.8;ENST00000465182.1;ENST00000370183.2,46782;46746;46708;46650;46633;46281
chr10,108014278,108014278,intron,LINC01435,ENST00000630847.2;ENST00000598903.5;ENST00000593666.5;ENST00000596263.5;ENST00000594566.5;ENST00000601410.5;ENST00000659061.1;ENST00000665974.1;ENST00000425050.5;ENST00000597243.5;ENST00000654674.1;ENST00000594427.5;ENST00000597234.5;ENST00000656439.1;ENST00000601212.5;ENST00000596000.5,26825;26915;26915;26915;26915;26915;97221;55016;55015;26915;55023;26915;26915;55028;26915;26915
chr10,109912637,109912637,intron,XPNPEP1,ENST00000488118.6;ENST00000369683.5;ENST00000502935.6;ENST00000322238.12;ENST00000509646.5;ENST00000460523.5;ENST00000403138.6;ENST00000430337.5;ENST00000443078.5;ENST00000506777.5;ENST00000490740.6;ENST00000451592.5;ENST00000508275.5,2437;10873;10873;10915;2465;10829;10852;10832;10810;10798;10793;10802;2541
chr10,110922255,110922255,intron,,ENST00000688928.1;ENST00000689997.1;ENST00000689300.1;ENST00000691441.1;ENST00000451838.2;ENST00000692776.1;ENST00000687592.1;ENST00000691903.1;ENST00000685613.1;ENST00000691151.1;ENST00000265277.10;ENST00000489390.1;ENST00000685059.1;ENST00000369452.9;ENST00000691369.1;ENST00000689118.1;ENST00000489783.1,2887;2679;2678;2666;2665;2663;2661;2661;2661;2654;2654;2651;2651;2650;2647;2635;2251
chr10,110993182,110993182,intron,,ENST00000688928.1;ENST00000689997.1;ENST00000689300.1;ENST00000691441.1;ENST00000451838.2;ENST00000692776.1;ENST00000687592.1;ENST00000691903.1;ENST00000685613.1;ENST00000265277.10;ENST00000489390.1;ENST00000685059.1;ENST00000369452.9;ENST00000691369.1;ENST00000689118.1;ENST00000480155.2;ENST00000691843.1,73814;73606;73605;73593;73592;73590;73588;73588;73588;73581;73578;73578;73577;73574;73562;41390;10385
chr10,112789455,112789455,intron,,ENST00000705995.1;ENST00000393077.3,342420;342239
chr10,119131904,119131904,intron,,ENST00000361432.3;ENST00000648560.1;ENST00000489988.5;ENST00000498549.2;ENST00000462327.1,27790;27786;17798;11521;2428
chr10,120945311,120945311,intron,,ENST00000414774.1,35388
chr10,123772534,123772534,intron,CPXM2,ENST00000368854.7;ENST00000615851.4;ENST00000241305.4,167732;119449;119272
chr10,133490183,133490183,intron,SCART1,ENST00000488261.6,33945
chr11,  4095985,  4095985,intron,RRM1,ENST00000532710.5;ENST00000532170.5;ENST00000300738.10;ENST00000526865.5;ENST00000533349.5;ENST00000526350.5,1277;1185;1185;1179;1141;1132
chr11,  7519036,  7519036,intron,PPFIBP2,ENST00000526873.5;ENST00000528947.5;ENST00000684123.1;ENST00000299492.9,5737;5267;5087;5036
chr11,  9209287,  9209287,intron,,ENST00000328194.8;ENST00000530780.2;ENST00000681203.1;ENST00000679999.1;ENST00000680470.1;ENST00000680554.1;ENST00000681425.1;ENST00000679446.1;ENST00000679568.1;ENST00000680294.1;ENST00000680742.1;ENST00000680885.1;ENST00000530044.5;ENST00000526707.5;ENST00000532696.2,56062;55813;55866;55799;55831;56671;55702;55702;55831;55831;55831;55702;55799;55839;55704
chr11, 11090143, 11090143,intron,,ENST00000647635.1,69259
chr11, 14356536, 14356536,intron,,ENST00000256196.9;ENST00000537760.5;ENST00000529237.5;ENST00000526063.5;ENST00000532814.5;ENST00000532950.5;ENST00000526717.1,2646;7969;7969;1948;1948;2610;2618
chr11, 18329625, 18329625,intron,GTF2H1,ENST00000453096.6;ENST00000531757.5;ENST00000418116.6;ENST00000534213.5;ENST00000534641.5;ENST00000265963.9;ENST00000526461.1;ENST00000525831.5;ENST00000532227.1,7329;7077;7067;7057;7057;7057;7056;7055;7042
chr11, 27209038, 27209038,intron,BBOX1-AS1,ENST00000526061.5;ENST00000525302.5;ENST00000530430.1,9696;11074;11047
chr11, 31858766, 31858766,intron,,ENST00000530348.5;ENST00000644607.1;ENST00000646221.1;ENST00000532942.5;ENST00000643671.1;ENST00000643931.1;ENST00000642818.1;ENST00000645848.1;ENST00000506388.2;ENST00000645824.1,46374;42499;42407;42381;42378;42363;42202;42199;42199;42158
chr11, 32018946, 32018946,intron,,ENST00000530348.5;ENST00000532942.5,206554;202561
chr11, 33160391, 33160391,intron,,ENST00000323959.9;ENST00000524827.6;ENST00000526480.1;ENST00000438862.6;ENST00000431742.2;ENST00000524556.1;ENST00000524775.1,1088;1102;1029;1139;1099;1103;1979
chr11, 72974563, 72974563,intron,FCHSD2,ENST00000311172.11;ENST00000409418.9;ENST00000409314.5;ENST00000458644.6;ENST00000409853.5,167482;167754;167482;167349;165497
chr11, 74595054, 74595054,intron,POLD3,ENST00000528481.5;ENST00000532784.5;ENST00000263681.7;ENST00000527458.5;ENST00000532497.5;ENST00000530511.5,101202;2497;2471;2448;2448;2409
chr11, 76021313, 76021313,intron,,ENST00000356136.8;ENST00000528420.5;ENST00000533454.5;ENST00000531818.5;ENST00000532130.1,206102;182368;90452;41786;41252
chr11, 83055430, 83055430,intron,RAB30,ENST00000612684.4;ENST00000533486.5;ENST00000527633.6;ENST00000534141.5;ENST00000524635.1;ENST00000526205.5;ENST00000533276.6,16031;16435;16466;16492;16397;16398;16465
chr11, 83284861, 83284861,intron,,ENST00000529689.6;ENST00000455220.6;ENST00000525503.5;ENST00000260054.8;ENST00000529611.5;ENST00000529745.5;ENST00000533761.5;ENST00000529856.5;ENST00000529312.5;ENST00000529073.5;ENST00000534753.5;ENST00000527025.5;ENST00000528149.5;ENST00000526265.5;ENST00000525916.1;ENST00000530253.5;ENST00000526631.1,1505;1528;1489;1492;1136;1348;1102;1493;1117;1116;1126;1128;1223;1126;1106;1102;1116
chr11, 84289479, 84289479,intron,DLG2,ENST00000280241.12;ENST00000398309.6;ENST00000706233.1;ENST00000706266.1;ENST00000376104.7;ENST00000706204.1;ENST00000648622.1;ENST00000650630.1;ENST00000706243.1;ENST00000706226.1;ENST00000706267.1;ENST00000527466.2;ENST00000527088.2;ENST00000524982.5;ENST00000532653.5;ENST00000529111.5;ENST00000706207.1;ENST00000398301.7;ENST00000706244.1;ENST00000706006.1;ENST00000705960.1,27859;634109;1338855;431357;1337864;27881;431435;1337790;27857;1338335;431101;148329;843643;633700;633941;633916;27881;27859;721527;1338335;1338318
chr11, 86061556, 86061556,intron,,ENST00000393346.8;ENST00000532317.5;ENST00000526033.5;ENST00000630913.2;ENST00000528398.5;ENST00000356360.9;ENST00000534412.5;ENST00000531558.1;ENST00000531930.5;ENST00000532041.5;ENST00000525162.5;ENST00000528256.1;ENST00000528411.1,7527;7502;7540;7372;8325;7223;7240;7427;8254;7388;7982;7524;7754
chr11, 90657226, 90657226,intron,DISC1FP1,ENST00000649150.1;ENST00000562245.5;ENST00000561596.5;ENST00000562678.5;ENST00000563681.1;ENST00000670926.1,406021;405993;405940;167915;165506;165493
chr11, 96112371, 96112371,intron,,ENST00000648443.1;ENST00000524717.6,19996;230823
chr11,102430749,102430749,intron,,ENST00000398136.7;ENST00000361236.7;ENST00000532161.5;ENST00000528969.5;ENST00000529492.5;ENST00000525577.5;ENST00000531103.5;ENST00000526676.1,22015;22089;21616;20481;21802;39634;18702;21605
chr11,107930006,107930006,intron,,ENST00000320578.3,1557
chr11,111408980,111408980,intron,POU2AF1,ENST00000531398.1;ENST00000515029.2;ENST00000525890.1,41000;26063;46649
chr11,117456273,117456273,intron,,ENST00000651296.2;ENST00000527706.5;ENST00000321322.6;ENST00000651172.1,340942;340817;340987;340985
chr11,119239606,119239606,intron,CBL,ENST00000634586.1;ENST00000634840.1;ENST00000264033.6;ENST00000700472.1;ENST00000637974.1,33307;33305;33266;33264;33181
chr11,121457980,121457980,intron,,ENST00000260197.12;ENST00000532451.1,5665;5599
chr11,121569509,121569509,intron,,ENST00000260197.12;ENST00000525532.5,117194;2783
chr11,125933827,125933827,intron,DDX25,ENST00000637851.1;ENST00000533033.2,30478;5088
chr11,126306000,126306000,intron,,ENST00000263579.5,1939
chr11,128157906,128157906,intron,,ENST00000670942.1;ENST00000654938.1;ENST00000664091.1;ENST00000671140.1;ENST00000665260.1;ENST00000649115.1,62147;62146;62146;62125;62102;61863
chr11,130266710,130266710,intron,ZBTB44,ENST00000445008.6;ENST00000527478.6;ENST00000357899.9;ENST00000525842.5;ENST00000397753.5,47901;48197;48206;47975;47901
chr11,132028845,132028845,intron,NTM,ENST00000374791.7;ENST00000683400.1;ENST00000550167.5;ENST00000498764.5;ENST00000374786.5;ENST00000479431.1;ENST00000425719.6;ENST00000374784.5,658366;658229;573381;118800;117841;117403;117382;117376
chr12,   759767,   759767,intron,,ENST00000315939.11;ENST00000340908.9;ENST00000535572.5;ENST00000530271.6;ENST00000537687.5;ENST00000447667.2,7187;7187;7173;6843;6843;6710
chr12,  1227175,  1227175,intron,,ENST00000611180.5;ENST00000543086.7;ENST00000360905.9;ENST00000690948.1;ENST00000542302.6;ENST00000546231.6;ENST00000347735.10;ENST00000397203.7;ENST00000536573.7;ENST00000440394.7;ENST00000545948.5;ENST00000589028.6;ENST00000355446.9;ENST00000538971.6;ENST00000588412.5;ENST00000544277.1,236665;235966;235951;235945;235941;235941;235936;235926;235921;235907;235901;235577;199402;144033;37278;23208
chr12,  1410493,  1410493,intron,ERC1,ENST00000543086.7;ENST00000360905.9;ENST00000542302.6;ENST00000546231.6;ENST00000347735.10;ENST00000397203.7;ENST00000440394.7;ENST00000545948.5;ENST00000589028.6;ENST00000355446.9;ENST00000538971.6;ENST00000588412.5;ENST00000539802.2,419284;419269;419259;419259;419254;419244;419225;419219;418895;382720;327351;220596;2300
chr12, 12191019, 12191019,intron,BCL2L14,ENST00000298566.2;ENST00000261349.9;ENST00000538239.5;ENST00000543091.1;ENST00000545658.1;ENST00000535731.1,111719;76024;53284;75749;12303;75992
chr12, 12690571, 12690571,intron,,ENST00000684771.1;ENST00000651487.1;ENST00000332427.6;ENST00000540796.5;ENST00000545876.5;ENST00000537507.1,5072;5611;5615;5635;5611;5615
chr12, 13632247, 13632247,intron,,ENST00000609686.4;ENST00000630791.2,349354;349754
chr12, 15883690, 15883690,intron,,ENST00000419869.7;ENST00000541731.1;ENST00000025399.10,1302;1298;1295
chr12, 25058843, 25058843,intron,LRMP,ENST00000636465.1;ENST00000556485.5;ENST00000555141.5;ENST00000550945.5;ENST00000361433.6;ENST00000557489.6;ENST00000354454.7;ENST00000536173.5;ENST00000548766.5;ENST00000554942.5;ENST00000556887.6;ENST00000547044.5;ENST00000549437.5;ENST00000554272.5,54500;25083;6587;6571;6570;6544;6330;6255;6200;6142;6136;6102;6102;5897
chr12, 25087007, 25087007,intron,LRMP,ENST00000636465.1;ENST00000550945.5;ENST00000361433.6;ENST00000557489.6;ENST00000354454.7;ENST00000536173.5;ENST00000548766.5;ENST00000556887.6;ENST00000547044.5;ENST00000549437.5;ENST00000554272.5;ENST00000557472.1,82664;34735;34734;34708;34494;34419;34364;34300;34266;34266;34061;11266
chr12, 25146818, 25146818,intron,,ENST00000395987.8;ENST00000556006.6;ENST00000354189.9;ENST00000320267.13;ENST00000395990.6;ENST00000554533.5;ENST00000545133.5;ENST00000674567.1;ENST00000676236.1;ENST00000557684.6;ENST00000555554.1,48341;11744;48279;48341;48341;48343;48307;48325;48289;48307;2873
chr12, 27361176, 27361176,intron,,ENST00000266503.10;ENST00000544915.5;ENST00000395901.6;ENST00000546179.5;ENST00000311001.9;ENST00000261178.9,28339;28321;28255;28255;28120;28120
chr12, 42098096, 42098096,intron,,ENST00000398675.8;ENST00000280876.6,46777;46615
chr12, 62731168, 62731168,intron,,ENST00000228705.7;ENST00000551519.1,203981;57315
chr12, 69248113, 69248113,intron,,ENST00000435070.7;ENST00000550075.5;ENST00000456847.7;ENST00000650046.1;ENST00000266679.8;ENST00000550987.5;ENST00000551516.1,8543;8540;8512;8512;8496;8492;8470
chr12, 69547100, 69547100,intron,FRS2,ENST00000547219.5;ENST00000550316.5;ENST00000548154.5;ENST00000547414.5;ENST00000549921.6;ENST00000550389.5;ENST00000550937.5;ENST00000549092.5;ENST00000550169.5,76750;76721;76716;76716;76711;76693;76691;76679;76665
chr12, 71651850, 71651850,intron,,ENST00000378743.9;ENST00000552994.5;ENST00000550712.1,11997;11968;15874
chr12, 75631711, 75631711,intron,,ENST00000552856.1,352303
chr12, 75738779, 75738779,intron,,ENST00000552856.1,245235
chr12, 81962557, 81962557,intron,,ENST00000550506.2;ENST00000660121.1,8837;8796
chr12, 88178850, 88178850,intron,TMTC3,ENST00000547034.5;ENST00000266712.11,36553;36542
chr12, 89760249, 89760249,intron,,ENST00000651272.1,48200
chr12, 90004500, 90004500,intron,,ENST00000651272.1,292451
