chr,start,end,annotation,geneName,transcript,distanceToTSS
chr17,7484008,7484008,promoter-TSS,,ENST00000674977.2;ENST00000617998.6;ENST00000572844.1,357;357;611
chr17,7572556,7572556,promoter-TSS,EIF4A1,ENST00000584054.5;ENST00000293831.13;ENST00000580886.5;ENST00000580461.5;ENST00000584712.5;ENST00000578476.5;ENST00000582169.5;ENST00000578754.5;ENST00000578495.5;ENST00000396527.7;ENST00000581621.1;ENST00000579139.1;ENST00000579085.5;ENST00000582213.5;ENST00000583899.5;ENST00000582848.5;ENST00000585024.5;ENST00000583802.5;ENST00000584901.5;ENST00000581544.5;ENST00000577269.5;ENST00000584784.5;ENST00000582746.5;ENST00000584860.5;ENST00000581770.5;ENST00000577738.5,267;268;269;269;269;269;269;269;269;269;269;270;271;271;271;271;271;271;271;271;280;281;285;678;759;876
chr17,7857316,7857316,promoter-TSS,CYB5D1,ENST00000571846.5;ENST00000574357.1;ENST00000332439.5;ENST00000570446.1;ENST00000573940.1;ENST00000574196.1;ENST00000576384.1,429;686;686;713;966;968;52
chr17,11997631,11997631,promoter-TSS,,ENST00000701569.1;ENST00000580306.7;ENST00000322748.7;ENST00000454073.7;ENST00000580903.1,12;155;258;173;155
chr17,15999518,15999518,promoter-TSS,TTC19,ENST00000466729.5;ENST00000475723.5;ENST00000583704.1;ENST00000497842.6;ENST00000261647.10;ENST00000470399.1;ENST00000476496.5;ENST00000486655.5,265;283;305;305;305;315;69;70
chr17,16653818,16653818,promoter-TSS,,ENST00000577569.1;ENST00000311331.12;ENST00000583766.5;ENST00000423860.2,85;31;37;19
chr17,17281181,17281181,promoter-TSS,,ENST00000268717.10;ENST00000539941.6;ENST00000578317.5;ENST00000439936.6;ENST00000577210.5;ENST00000417352.5;ENST00000584216.5;ENST00000492672.5;ENST00000477299.5;ENST00000577246.5;ENST00000462236.1,64;403;9;480;4;57;91;64;64;91;20
chr17,19237375,19237375,promoter-TSS,,ENST00000314728.10;ENST00000347697.6;ENST00000582659.5;ENST00000583197.5;ENST00000577692.5;ENST00000580579.5;ENST00000395618.7;ENST00000395628.6;ENST00000582234.5;ENST00000494192.6;ENST00000575595.5;ENST00000581024.5;ENST00000577244.5;ENST00000582969.5,8;1;20;20;20;20;20;21;40;40;40;43;53;121
chr17,19378054,19378054,promoter-TSS,MAPK7,ENST00000573417.1;ENST00000395602.8;ENST00000579284.5;ENST00000443215.5;ENST00000572968.5;ENST00000395604.8;ENST00000573466.5;ENST00000482850.1;ENST00000581260.5;ENST00000570306.5;ENST00000486905.1;ENST00000572853.1;ENST00000603493.1;ENST00000490660.2;ENST00000674596.1;ENST00000642870.2;ENST00000487415.6;ENST00000468679.4;ENST00000476298.2,61;198;205;227;413;443;449;454;472;474;500;694;696;837;146;143;163;156;93
chr17,19648444,19648444,promoter-TSS,ALDH3A2,ENST00000626500.2;ENST00000631291.2;ENST00000672357.1;ENST00000584332.6;ENST00000672564.1;ENST00000176643.11;ENST00000339618.8;ENST00000579855.5;ENST00000578614.1;ENST00000582991.6;ENST00000671878.1;ENST00000395575.7;ENST00000672487.1;ENST00000630662.2;ENST00000472059.6;ENST00000579403.1;ENST00000446398.7;ENST00000672567.1;ENST00000672709.1,81;81;278;306;306;306;306;306;333;336;336;341;343;361;406;481;517;636;673
chr17,27088984,27088984,promoter-TSS,,ENST00000649401.1,560
chr17,28571500,28571500,promoter-TSS,PIGS,ENST00000268758.13;ENST00000308360.8;ENST00000395346.6;ENST00000706176.1;ENST00000706177.1;ENST00000584080.6;ENST00000706179.1;ENST00000706180.1;ENST00000706181.1;ENST00000487231.6;ENST00000706182.1;ENST00000492429.3;ENST00000706183.1;ENST00000706184.1;ENST00000706185.1;ENST00000706186.1;ENST00000706187.1;ENST00000706188.1;ENST00000706189.1;ENST00000706190.1;ENST00000706191.1;ENST00000706192.1;ENST00000706193.1;ENST00000706194.1;ENST00000582721.5;ENST00000577594.5;ENST00000583631.1,27;23;35;92;18;39;404;402;180;5;27;29;29;29;29;29;29;29;29;29;29;29;29;32;37;9;3
chr17,28949517,28949517,promoter-TSS,PIPOX,ENST00000580241.5,995
chr17,29390732,29390732,promoter-TSS,MIR4523,ENST00000580425.1;ENST00000587277.1;ENST00000536202.1;ENST00000685798.1;ENST00000693027.1;ENST00000577218.1,69;192;198;502;501;44
chr17,35142309,35142309,promoter-TSS,,ENST00000442241.9;ENST00000586869.5;ENST00000360831.9;ENST00000589367.5;ENST00000593176.1;ENST00000588642.1,5;24;5;4;75;11
chr17,35809702,35809702,promoter-TSS,,ENST00000605738.1,804
chr1,98049975,98049975,promoter-TSS,MIR137HG,ENST00000424528.2;ENST00000687457.2,111;103
chr1,98055532,98055532,promoter-TSS,,ENST00000648602.1,939
chr17,40121224,40121224,promoter-TSS,,ENST00000398532.9,746
chr17,40140157,40140157,promoter-TSS,CASC3,ENST00000418132.7;ENST00000581849.1;ENST00000264645.12;ENST00000583649.1;ENST00000584997.1,160;379;379;386;684
chr17,40219188,40219188,promoter-TSS,WIPF2,ENST00000583268.1;ENST00000323571.9;ENST00000494757.5;ENST00000582781.5;ENST00000585043.5;ENST00000394103.7;ENST00000583130.5;ENST00000584296.1,115;115;133;137;160;168;601;663
chr17,42458726,42458726,promoter-TSS,ATP6V0A1,ENST00000393829.6;ENST00000588629.1;ENST00000592324.2;ENST00000703888.1;ENST00000537728.5;ENST00000588901.6;ENST00000343619.9;ENST00000264649.10;ENST00000703889.1;ENST00000703890.1;ENST00000585525.5;ENST00000586201.6;ENST00000703891.1;ENST00000703892.1;ENST00000588138.2;ENST00000703893.1;ENST00000703894.1;ENST00000589759.2;ENST00000703895.1;ENST00000703896.1;ENST00000544137.5;ENST00000703897.1;ENST00000703898.1;ENST00000703899.1;ENST00000703900.1;ENST00000589727.5;ENST00000587824.5;ENST00000703901.1,117;131;145;148;151;151;151;153;159;159;161;164;164;166;167;170;170;170;172;176;177;193;201;209;213;214;342;742
chr17,42679095,42679095,promoter-TSS,,ENST00000593139.1,867
chr17,43126369,43126369,promoter-TSS,BRCA1,ENST00000352993.7;ENST00000471181.7;ENST00000468300.5;ENST00000493795.5;ENST00000493919.5;ENST00000652672.1;ENST00000494123.5;ENST00000461798.5;ENST00000700185.1;ENST00000700186.1,998;885;917;966;966;885;918;998;998;998
chr17,43530917,43530917,promoter-TSS,ETV4,ENST00000586826.1,482
chr17,44503369,44503369,promoter-TSS,,ENST00000591680.6;ENST00000587228.5;ENST00000585614.1;ENST00000590041.5;ENST00000592746.5;ENST00000586037.5;ENST00000592154.1;ENST00000588554.1,36;34;21;19;33;33;60;36
chr17,48047833,48047833,promoter-TSS,NFE2L1,ENST00000579889.1;ENST00000584137.5;ENST00000362042.8;ENST00000585291.5;ENST00000357480.9;ENST00000585299.1;ENST00000583060.1;ENST00000361665.7;ENST00000579481.1;ENST00000582574.1;ENST00000585062.1,495;525;525;529;536;644;773;939;948;949;950
chr17,48892531,48892531,promoter-TSS,ATP5MC1,ENST00000355938.9;ENST00000513347.1;ENST00000393366.7;ENST00000503641.5;ENST00000514808.5;ENST00000506855.1;ENST00000513781.5;ENST00000504591.2,233;235;255;265;270;285;322;781
chr17,49036150,49036150,promoter-TSS,RNU6-826P,ENST00000516827.1;ENST00000511142.1,201;971
chr17,49788560,49788560,promoter-TSS,,ENST00000706506.1;ENST00000503635.2;ENST00000706507.1;ENST00000706508.1;ENST00000706509.1;ENST00000706510.1;ENST00000675278.1;ENST00000706511.1;ENST00000706512.1;ENST00000706513.1;ENST00000706629.1;ENST00000706630.1;ENST00000706637.1;ENST00000706638.1;ENST00000706639.1;ENST00000454930.6;ENST00000259021.9;ENST00000509773.5;ENST00000510819.5;ENST00000706640.1;ENST00000424009.6;ENST00000509124.5;ENST00000506533.6;ENST00000513602.5;ENST00000503855.5;ENST00000503720.1,63;87;87;87;87;87;87;88;114;114;114;114;114;114;114;120;120;121;132;132;145;153;751;31;17;14
chr17,50547194,50547194,promoter-TSS,SPATA20,ENST00000356488.8;ENST00000503127.5;ENST00000505085.5;ENST00000502911.5;ENST00000510917.5;ENST00000006658.11;ENST00000511605.1;ENST00000505456.6;ENST00000508598.5;ENST00000505559.5;ENST00000515526.5;ENST00000511845.5;ENST00000511937.5;ENST00000503063.5;ENST00000512181.5;ENST00000634597.1;ENST00000505336.1;ENST00000635113.1;ENST00000512416.5,67;66;64;40;32;19;13;9;10;10;14;14;804;818;824;854;865;878;881
chr17,57257038,57257038,promoter-TSS,MSI2,ENST00000322684.7;ENST00000579590.5;ENST00000579531.5;ENST00000676105.1;ENST00000676073.1;ENST00000584476.1,24;19;3;59;59;85
chr17,57903325,57903325,promoter-TSS,CUEDC1,ENST00000360238.6,63
chr17,60134893,60134893,promoter-TSS,,ENST00000655826.1,145
chr17,60525947,60525947,promoter-TSS,,ENST00000691821.2;ENST00000559739.1;ENST00000558027.1;ENST00000588668.5,324;345;351;8
chr17,61463814,61463814,promoter-TSS,TBX4,ENST00000593249.5;ENST00000592766.1,399;429
chr17,64505567,64505567,promoter-TSS,,ENST00000676581.1;ENST00000678757.1;ENST00000583212.2;ENST00000578190.5;ENST00000583239.6;ENST00000579091.5,165;156;196;176;28;115
chr1,100894968,100894968,promoter-TSS,,ENST00000609247.1;ENST00000370113.7;ENST00000370114.8;ENST00000450240.2;ENST00000416479.1;ENST00000494907.1;ENST00000480774.1,39;155;125;303;156;286;162
chr17,68101579,68101579,promoter-TSS,,ENST00000435469.3;ENST00000701931.1;ENST00000690974.1;ENST00000692407.1;ENST00000590734.2;ENST00000579629.2;ENST00000666251.1;ENST00000584047.1,291;294;294;298;328;82;89;109
chr17,68512633,68512633,promoter-TSS,,ENST00000588178.6;ENST00000589480.6;ENST00000585815.5;ENST00000585981.6;ENST00000689625.1,248;266;287;457;714
chr17,69269438,69269438,promoter-TSS,ABCA5,ENST00000586811.1,563
chr17,75012675,75012675,promoter-TSS,MRPL58,ENST00000584208.5;ENST00000301585.10;ENST00000580800.1,4;4;61
chr17,75182648,75182648,promoter-TSS,SUMO2,ENST00000578238.2,84
chr17,76726722,76726722,promoter-TSS,METTL23,ENST00000589977.5;ENST00000615984.4;ENST00000591571.5;ENST00000341249.11;ENST00000592849.5;ENST00000586738.5;ENST00000588783.5;ENST00000588563.5;ENST00000586752.5;ENST00000588302.5;ENST00000590964.5;ENST00000588822.1;ENST00000586200.1;ENST00000445478.6;ENST00000617192.4;ENST00000303996.10;ENST00000542934.5;ENST00000397625.9;ENST00000585429.1,107;107;116;116;117;120;120;127;128;128;131;147;242;42;76;61;61;115;218
chr17,76736556,76736556,promoter-TSS,MFSD11,ENST00000621483.4;ENST00000591864.1;ENST00000590393.1;ENST00000355954.7;ENST00000582449.5;ENST00000586778.1;ENST00000589919.1;ENST00000592676.1;ENST00000384825.1,8;296;830;944;0;894;547;401;7
chr17,79838646,79838646,promoter-TSS,CBX4,ENST00000495122.1,764
chr17,81665887,81665887,promoter-TSS,,ENST00000329214.13;ENST00000575223.5;ENST00000574107.1;ENST00000574200.1,849;864;867;884
chr17,82273680,82273680,promoter-TSS,,ENST00000667248.1;ENST00000688894.2;ENST00000660277.2;ENST00000659963.1;ENST00000700920.1;ENST00000686746.1;ENST00000702173.1;ENST00000663689.1;ENST00000656989.1;ENST00000671452.1;ENST00000661217.1;ENST00000398519.9;ENST00000314028.11;ENST00000392334.7;ENST00000581241.5;ENST00000403276.7;ENST00000582844.5;ENST00000580446.1;ENST00000581660.5;ENST00000578194.5;ENST00000579316.5;ENST00000584472.5;ENST00000585026.1;ENST00000579308.1;ENST00000581655.1,67;67;67;85;88;97;98;115;150;248;248;251;19;19;310;248;555;248;222;508;241;213;279;273;428
chr17,82458210,82458210,promoter-TSS,NARF,ENST00000579198.5;ENST00000390006.8;ENST00000583181.5;ENST00000584192.5;ENST00000580296.5;ENST00000345415.11;ENST00000581202.5;ENST00000374611.9;ENST00000582585.1;ENST00000457415.7;ENST00000584411.5;ENST00000581795.5;ENST00000577812.5;ENST00000581743.5;ENST00000577432.5;ENST00000582907.5;ENST00000309794.16;ENST00000578082.5;ENST00000580748.1;ENST00000577410.2;ENST00000653651.1;ENST00000578344.1,29;24;15;17;148;438;453;486;487;492;500;500;501;503;513;515;530;535;543;664;2;510
chr18,2571292,2571292,promoter-TSS,,ENST00000261597.9;ENST00000575515.1;ENST00000577166.5,264;272;58
chr18,2656085,2656085,promoter-TSS,,ENST00000579647.1,689
chr18,5294840,5294840,promoter-TSS,ZBTB14,ENST00000578327.1,15
chr18,21600882,21600882,promoter-TSS,,ENST00000269214.10;ENST00000383276.1;ENST00000580101.1,177;1;177
chr1,107056721,107056721,promoter-TSS,,ENST00000370078.2;ENST00000650338.1;ENST00000649727.1,46;180;715
chr18,23453327,23453327,promoter-TSS,RIOK3,ENST00000584960.1;ENST00000581585.5;ENST00000339486.8;ENST00000584052.5;ENST00000581302.5;ENST00000577501.5,39;39;39;38;34;18
chr18,26226493,26226493,promoter-TSS,,ENST00000269142.10;ENST00000578121.5;ENST00000418698.3,47;6;389
chr18,36829146,36829146,promoter-TSS,KIAA1328,ENST00000592611.5;ENST00000280020.10;ENST00000592521.5;ENST00000590617.5;ENST00000587139.5;ENST00000614939.4;ENST00000587129.5;ENST00000610723.4;ENST00000590842.5;ENST00000587382.5;ENST00000334295.9;ENST00000593035.5;ENST00000383056.7;ENST00000589049.5;ENST00000591823.5;ENST00000585635.5;ENST00000590692.5;ENST00000590337.5;ENST00000587511.1;ENST00000587207.1;ENST00000591648.1;ENST00000588909.1,39;18;16;14;93;69;341;69;303;415;143;182;159;364;372;109;363;157;358;121;134;159
chr18,43277298,43277298,promoter-TSS,SYT4,ENST00000593720.1,77
chr18,45212970,45212970,promoter-TSS,SLC14A2,ENST00000586448.5,24
chr18,46917357,46917357,promoter-TSS,KATNAL2,ENST00000592005.5;ENST00000687039.1;ENST00000693648.1;ENST00000692939.1;ENST00000687291.1;ENST00000591522.2;ENST00000245121.10;ENST00000683218.1;ENST00000685570.1;ENST00000690453.1;ENST00000688563.1;ENST00000689545.1;ENST00000688194.1;ENST00000686215.1;ENST00000688659.1;ENST00000685696.1;ENST00000685358.1;ENST00000398654.7;ENST00000586953.1;ENST00000586170.1;ENST00000586634.1,134;238;238;244;244;244;244;244;245;260;272;312;322;322;328;431;541;96;277;62;6
chr18,49492411,49492411,promoter-TSS,RPL17-C18orf32,ENST00000584895.5;ENST00000332968.11;ENST00000577910.1;ENST00000618619.4;ENST00000618613.5;ENST00000580261.6;ENST00000579408.5;ENST00000579248.5;ENST00000581373.5;ENST00000580210.5;ENST00000583637.5;ENST00000578532.5;ENST00000617346.4;ENST00000581091.1;ENST00000583036.5;ENST00000615760.4;ENST00000580387.5;ENST00000615479.4;ENST00000578528.1;ENST00000579495.1;ENST00000582782.5;ENST00000578966.1;ENST00000581305.1;ENST00000607313.1,824;67;824;70;1;53;570;32;67;596;11;20;71;824;96;16;21;105;18;38;73;73;67;681
chr18,50287911,50287911,promoter-TSS,CXXC1,ENST00000412036.6;ENST00000589940.5;ENST00000285106.11;ENST00000590901.5;ENST00000589548.6;ENST00000673786.1;ENST00000591474.5;ENST00000586837.1;ENST00000586365.5;ENST00000587396.1,274;259;218;795;71;71;226;340;209;231
chr18,51196735,51196735,promoter-TSS,MEX3C,ENST00000592416.1,23
chr1,110963332,110963332,promoter-TSS,,ENST00000609118.1,29
chr1,111449472,111449472,promoter-TSS,,ENST00000369722.8;ENST00000369721.8;ENST00000483994.1;ENST00000468818.1;ENST00000464154.1;ENST00000235090.10;ENST00000449340.1;ENST00000459665.1,7;6;11;12;209;215;742;580
chr18,62187506,62187506,promoter-TSS,,ENST00000640252.2;ENST00000639912.1;ENST00000640876.1;ENST00000357637.10;ENST00000640145.1;ENST00000638977.1;ENST00000640170.1;ENST00000638167.1;ENST00000640540.1;ENST00000639342.1;ENST00000638435.1;ENST00000639681.1;ENST00000400334.7;ENST00000639902.1;ENST00000639758.1;ENST00000638936.1;ENST00000638369.1;ENST00000640593.1;ENST00000640268.1;ENST00000638904.1;ENST00000638424.1;ENST00000638183.1;ENST00000639174.1;ENST00000639214.1;ENST00000638329.1;ENST00000589339.6;ENST00000588571.6;ENST00000638591.1;ENST00000586566.2;ENST00000585344.6;ENST00000589720.6;ENST00000585458.2;ENST00000590765.5;ENST00000585923.6;ENST00000587134.6;ENST00000593225.1,449;488;449;467;428;449;516;507;486;488;481;459;467;516;490;426;438;488;428;490;490;490;512;530;456;477;436;490;477;387;490;477;452;456;485;467
chr1,112619127,112619127,promoter-TSS,CAPZA1,ENST00000485542.5;ENST00000476936.5;ENST00000498626.1;ENST00000263168.4;ENST00000358039.9;ENST00000361846.7;ENST00000360743.8;ENST00000480988.5;ENST00000369669.5;ENST00000490067.5;ENST00000497457.5;ENST00000343210.11;ENST00000369666.5;ENST00000497235.5;ENST00000369664.1;ENST00000479436.5;ENST00000477332.5;ENST00000473206.5;ENST00000470683.1;ENST00000498383.5,677;691;704;704;13;16;61;13;198;61;23;61;61;9;909;185;27;0;15;15
chr18,73691272,73691272,promoter-TSS,,ENST00000685734.1;ENST00000701140.1;ENST00000701111.1,16;16;16
chr18,80109271,80109271,promoter-TSS,,ENST00000262198.9;ENST00000560752.5;ENST00000559951.5,8;21;454
chr1,113073407,113073407,promoter-TSS,,ENST00000421157.2,293
chr19,2456988,2456988,promoter-TSS,,ENST00000325327.4,28
chr19,2783461,2783461,promoter-TSS,,ENST00000221566.7;ENST00000676943.1;ENST00000677513.1;ENST00000676984.1;ENST00000678109.1;ENST00000677731.1;ENST00000677562.1;ENST00000677754.1;ENST00000678595.1;ENST00000679138.1;ENST00000677149.1;ENST00000678577.1;ENST00000589251.5;ENST00000586711.1,187;219;180;175;98;133;133;133;133;133;110;133;190;178
chr19,3506349,3506349,promoter-TSS,,ENST00000441788.7;ENST00000652521.1;ENST00000588327.1,37;13;27
chr19,3985410,3985410,promoter-TSS,,ENST00000309311.7;ENST00000600720.1;ENST00000594885.1,52;297;52
chr19,5623133,5623133,promoter-TSS,SAFB,ENST00000589863.5;ENST00000591666.5;ENST00000588852.2;ENST00000292123.9;ENST00000592224.5;ENST00000586934.5;ENST00000454510.5;ENST00000252542.9;ENST00000591120.1,97;49;49;33;14;11;5;356;356
chr19,5680665,5680665,promoter-TSS,HSD11B1L,ENST00000577257.5;ENST00000577917.5;ENST00000581893.5;ENST00000582346.5;ENST00000301382.8;ENST00000411793.6;ENST00000581773.5;ENST00000339423.7;ENST00000582380.6;ENST00000423665.6;ENST00000584904.5;ENST00000583928.5;ENST00000579562.5;ENST00000342970.6;ENST00000422535.6;ENST00000578167.5;ENST00000577701.1;ENST00000581521.5;ENST00000578832.5;ENST00000579559.1;ENST00000577920.1;ENST00000577222.5;ENST00000585605.1;ENST00000587950.5;ENST00000309324.9;ENST00000590389.5;ENST00000587589.1;ENST00000590075.1,60;99;343;351;358;358;359;361;361;370;371;371;371;375;382;388;389;395;479;493;503;516;901;412;148;470;176;154
chr19,7534071,7534071,promoter-TSS,PNPLA6,ENST00000221249.10;ENST00000594754.5;ENST00000601668.5;ENST00000594098.1;ENST00000601001.5;ENST00000545201.6;ENST00000596515.5;ENST00000414982.7;ENST00000450331.7;ENST00000600942.5;ENST00000593924.5,66;80;81;119;127;170;445;678;678;875;953
chr19,7903948,7903948,promoter-TSS,,ENST00000397979.4;ENST00000468058.1;ENST00000397983.7;ENST00000475022.1;ENST00000539278.1,70;67;62;40;405
chr19,8552939,8552939,promoter-TSS,MYO1F,ENST00000594977.6,902
chr19,9324199,9324199,promoter-TSS,ZNF559-ZNF177,ENST00000446085.8;ENST00000603099.5;ENST00000592504.5;ENST00000585352.5;ENST00000317221.11;ENST00000603380.6;ENST00000586255.5;ENST00000603024.5;ENST00000605775.5;ENST00000604886.5;ENST00000592896.5;ENST00000605750.5;ENST00000605301.5;ENST00000605522.5;ENST00000605006.5;ENST00000604543.5;ENST00000605093.5;ENST00000589208.1;ENST00000593242.7;ENST00000592298.5;ENST00000585377.5;ENST00000393883.6;ENST00000603656.5;ENST00000605071.5;ENST00000588124.1;ENST00000541595.6;ENST00000603974.5;ENST00000605471.1,24;21;19;19;19;19;19;19;19;19;1;1;1;1;1;0;2;22;24;26;31;52;91;95;107;141;512;512
chr19,9621232,9621232,promoter-TSS,,ENST00000652061.1;ENST00000691984.1;ENST00000591932.6;ENST00000689621.1;ENST00000692217.1;ENST00000690668.1;ENST00000687622.1;ENST00000690762.1;ENST00000585797.6;ENST00000587536.7;ENST00000688502.1;ENST00000588765.5;ENST00000586614.6;ENST00000652787.1;ENST00000591056.2;ENST00000686891.1;ENST00000586943.2;ENST00000592851.6;ENST00000692903.1;ENST00000691650.1;ENST00000444802.5;ENST00000424629.5;ENST00000302851.8;ENST00000326044.9;ENST00000444611.5;ENST00000495503.5;ENST00000443819.5;ENST00000465974.5;ENST00000457965.5;ENST00000479943.5;ENST00000444519.5;ENST00000421525.5;ENST00000470932.5;ENST00000435550.5;ENST00000471053.5;ENST00000480167.5;ENST00000490893.5;ENST00000485150.1;ENST00000497409.1,16;30;34;45;46;81;245;245;249;249;270;270;272;279;284;284;300;311;316;332;0;23;0;1;1;36;0;0;9;43;0;1;1;0;0;26;3;12;23
chr19,9818819,9818819,promoter-TSS,FBXL12,ENST00000586651.5;ENST00000592732.5;ENST00000589438.1;ENST00000590808.1;ENST00000586073.1,9;33;5;2;25
chr19,11156179,11156179,promoter-TSS,SPC24,ENST00000585567.5;ENST00000592540.6;ENST00000591396.5;ENST00000592967.5;ENST00000423327.2;ENST00000586708.1;ENST00000585486.1,396;396;414;413;371;417;409
chr1,114511067,114511067,promoter-TSS,TRIM33,ENST00000369543.6,92
chr19,11529118,11529118,promoter-TSS,ECSIT,ENST00000588998.5;ENST00000270517.12;ENST00000252440.11;ENST00000688351.1;ENST00000686541.1;ENST00000585318.6;ENST00000690346.1;ENST00000417981.6;ENST00000591104.5;ENST00000592312.5;ENST00000691750.1;ENST00000590480.1;ENST00000592665.1;ENST00000586149.1,21;15;18;30;3;13;35;53;252;5;28;11;290;18
chr19,12681945,12681945,promoter-TSS,,ENST00000648033.1;ENST00000210060.12;ENST00000351660.9;ENST00000601639.5;ENST00000594424.5;ENST00000601537.5;ENST00000595912.5;ENST00000597152.5;ENST00000598850.5;ENST00000596162.1;ENST00000599481.1;ENST00000593423.5;ENST00000595100.1;ENST00000593473.1,110;64;173;137;738;84;76;612;381;531;783;733;106;91
chr19,12775666,12775666,promoter-TSS,,ENST00000678590.1;ENST00000397668.8;ENST00000264827.9;ENST00000589965.5;ENST00000586284.5;ENST00000587178.1;ENST00000592808.1;ENST00000589134.5,142;113;45;132;126;95;93;121
chr19,13150353,13150353,promoter-TSS,,ENST00000292433.4;ENST00000587885.1;ENST00000591843.1;ENST00000343587.9;ENST00000587230.6;ENST00000587318.5;ENST00000242770.9;ENST00000589083.5;ENST00000593126.5;ENST00000440593.3;ENST00000588848.5;ENST00000591197.1,57;61;65;6;21;467;174;126;513;11;39;29
chr19,14419597,14419597,promoter-TSS,,ENST00000242776.9;ENST00000324340.13;ENST00000589318.5;ENST00000588542.5;ENST00000454233.6;ENST00000589675.5;ENST00000590260.5;ENST00000586558.5;ENST00000590239.5;ENST00000586993.5;ENST00000592632.5;ENST00000593008.1;ENST00000591275.5;ENST00000590696.1,255;267;259;267;213;267;216;255;534;503;273;255;513;523
chr19,15331884,15331884,promoter-TSS,,ENST00000702447.1;ENST00000594841.5;ENST00000601941.1,728;21;22
chr19,15379343,15379343,promoter-TSS,,ENST00000597164.2;ENST00000681018.1;ENST00000595416.1,30;233;181
chr19,15450001,15450001,promoter-TSS,,ENST00000263381.12;ENST00000673675.1;ENST00000643092.1;ENST00000648664.1;ENST00000596159.1,49;44;49;59;392
chr19,16471944,16471944,promoter-TSS,,ENST00000684991.1;ENST00000602022.5;ENST00000455140.7;ENST00000592031.5;ENST00000535753.6;ENST00000597937.5;ENST00000593760.5;ENST00000596037.5;ENST00000597559.5;ENST00000602151.1;ENST00000595845.1,249;16;25;25;31;5;14;6;30;0;21
chr19,17419912,17419912,promoter-TSS,MVB12A,ENST00000528659.5;ENST00000317040.12;ENST00000528997.5;ENST00000528732.1;ENST00000529939.5;ENST00000528515.5;ENST00000543795.5;ENST00000526234.1;ENST00000597028.1,134;134;135;151;159;169;198;209;137
chr19,17688343,17688343,promoter-TSS,,ENST00000519716.7;ENST00000551649.5;ENST00000552293.5;ENST00000550896.1,10;5;16;21
chr19,17860131,17860131,promoter-TSS,RPL18A,ENST00000597648.5;ENST00000599870.1,5;631
chr19,17932736,17932736,promoter-TSS,,ENST00000445755.7;ENST00000602080.1,278;286
chr19,18571745,18571745,promoter-TSS,UBA52,ENST00000596304.5;ENST00000430157.6;ENST00000596273.5;ENST00000442744.7;ENST00000598814.1;ENST00000595683.5;ENST00000599256.5;ENST00000595158.5;ENST00000598780.5;ENST00000599551.5,14;56;109;111;112;129;133;136;181;994
chr19,21505601,21505601,promoter-TSS,,ENST00000358491.9;ENST00000596237.5;ENST00000597078.5;ENST00000596126.1;ENST00000598747.1;ENST00000597556.1,0;2;2;11;39;97
chr19,33081181,33081181,promoter-TSS,,ENST00000170564.7,0
chr19,34172532,34172532,promoter-TSS,LSM14A,ENST00000589878.5;ENST00000544216.8;ENST00000540746.6;ENST00000433627.9;ENST00000586157.2,27;27;6;35;125
chr19,34733913,34733913,promoter-TSS,ZNF181,ENST00000599244.5;ENST00000392232.7;ENST00000448715.2;ENST00000492450.3;ENST00000595708.5;ENST00000593781.5;ENST00000459757.6,241;242;280;329;332;349;661
chr19,35269261,35269261,promoter-TSS,USF2,ENST00000593708.1;ENST00000607959.5,19;339
chr19,35718023,35718023,promoter-TSS,,ENST00000673918.2;ENST00000687718.1;ENST00000420124.4;ENST00000692961.1,49;19;19;19
chr19,36257606,36257606,promoter-TSS,,ENST00000702927.1,55
chr19,37172875,37172875,promoter-TSS,ZNF585A,ENST00000587817.5;ENST00000588723.5;ENST00000292841.10;ENST00000356958.8;ENST00000392157.2;ENST00000588354.1,148;182;179;133;438;180
chr19,37506816,37506816,promoter-TSS,,ENST00000627814.3;ENST00000587143.5;ENST00000586138.5;ENST00000588578.5;ENST00000587986.5;ENST00000588845.2;ENST00000585397.1,122;165;312;323;401;191;548
chr19,38335786,38335786,promoter-TSS,CATSPERG,ENST00000410018.5;ENST00000312265.9;ENST00000409235.8;ENST00000471517.5;ENST00000475343.6;ENST00000409410.6,10;31;43;46;62;209
chr19,38374459,38374459,promoter-TSS,,ENST00000700293.1;ENST00000700294.1;ENST00000215071.9;ENST00000700295.1;ENST00000585598.1;ENST00000602911.5;ENST00000591216.2;ENST00000592561.5;ENST00000592001.6;ENST00000700296.1;ENST00000700297.1;ENST00000592035.5;ENST00000591250.1,103;111;111;231;298;299;310;312;312;319;324;549;597
chr1,116499182,116499182,promoter-TSS,,ENST00000456414.2,29
chr19,38899787,38899787,promoter-TSS,NFKBIB,ENST00000576510.5;ENST00000392079.7;ENST00000572515.5;ENST00000313582.6;ENST00000575359.5;ENST00000509705.3;ENST00000358931.9;ENST00000392081.6;ENST00000249396.12;ENST00000414941.5;ENST00000420440.5;ENST00000443898.5;ENST00000407552.5;ENST00000491960.5;ENST00000476771.5;ENST00000451193.5;ENST00000423526.5;ENST00000437828.5;ENST00000447739.1;ENST00000481381.1,86;86;164;181;190;192;74;74;168;35;108;75;72;186;268;184;205;141;75;198
chr19,39834164,39834164,promoter-TSS,DYRK1B,ENST00000593685.5;ENST00000323039.10;ENST00000348817.7;ENST00000430012.6;ENST00000600611.5;ENST00000601972.1,529;1;36;5;525;11
chr19,41364313,41364313,promoter-TSS,,ENST00000675972.1;ENST00000243578.8;ENST00000594416.1;ENST00000601597.1,382;163;147;220
