chr,start,end,annotation,geneName,transcript,distanceToTSS
chr12,50763941,50763941,promoter-TSS,ATF1,ENST00000549612.5;ENST00000262053.8;ENST00000551831.5;ENST00000552487.1,136;159;538;567
chr12,50842959,50842959,promoter-TSS,TMPRSS12,ENST00000551456.5;ENST00000398458.4,38;32
chr12,51591263,51591263,promoter-TSS,SCN8A,ENST00000637709.2;ENST00000668547.1;ENST00000354534.11;ENST00000627620.5;ENST00000545061.5,38;29;29;29;26
chr12,53006497,53006497,promoter-TSS,EIF4B,ENST00000549077.5;ENST00000549645.5;ENST00000551002.5;ENST00000420463.7;ENST00000262056.14;ENST00000416762.7;ENST00000550704.5;ENST00000549481.5;ENST00000552490.5;ENST00000550390.1,65;48;40;40;40;39;37;28;27;12
chr12,53252166,53252166,promoter-TSS,,ENST00000329548.5;ENST00000552097.1,70;282
chr12,53295576,53295576,promoter-TSS,,ENST00000550069.2;ENST00000677326.1;ENST00000676527.1;ENST00000549759.2;ENST00000677982.1;ENST00000628881.2;ENST00000677199.1;ENST00000678256.1;ENST00000550880.5;ENST00000351500.7;ENST00000676468.1;ENST00000676632.1;ENST00000676940.1;ENST00000679196.1;ENST00000550846.5;ENST00000551223.5;ENST00000678284.1;ENST00000552341.5;ENST00000243040.10;ENST00000334478.9;ENST00000547130.6;ENST00000549995.1;ENST00000677184.1;ENST00000677712.1;ENST00000552742.6;ENST00000550513.1;ENST00000547228.1;ENST00000553171.2;ENST00000678985.1;ENST00000552548.6;ENST00000550964.6,96;83;83;69;68;66;50;50;50;50;50;50;50;50;39;33;33;33;33;33;33;27;23;19;19;16;0;9;9;314;471
chr12,53379450,53379450,promoter-TSS,SP1,ENST00000551969.5;ENST00000327443.9,725;725
chr12,54325153,54325153,promoter-TSS,COPZ1,ENST00000553009.5;ENST00000549043.5;ENST00000551962.5;ENST00000552218.5;ENST00000262061.7;ENST00000551412.5;ENST00000550027.5;ENST00000553231.5;ENST00000552362.5;ENST00000455864.6;ENST00000550171.5;ENST00000549116.5;ENST00000551779.5;ENST00000548281.5;ENST00000548753.1,43;23;21;21;21;13;13;13;13;13;13;8;1;48;430
chr12,55927127,55927127,promoter-TSS,DGKA,ENST00000546878.5;ENST00000398213.4;ENST00000302533.6,191;14;15
chr12,56116651,56116651,promoter-TSS,RPL41,ENST00000501597.3;ENST00000546485.5;ENST00000358888.7;ENST00000546591.6;ENST00000546654.1;ENST00000552314.1,60;18;17;17;116;129
chr12,56189432,56189432,promoter-TSS,,ENST00000550164.6;ENST00000552674.5;ENST00000550859.5;ENST00000550150.1;ENST00000547356.1,50;40;40;50;87
chr12,56468599,56468599,promoter-TSS,,ENST00000338146.7,20
chr12,56630357,56630357,promoter-TSS,,ENST00000549884.6;ENST00000551959.1;ENST00000546695.5,30;48;59
chr1,32108051,32108051,promoter-TSS,,ENST00000373625.8;ENST00000471599.5,4;6
chr12,56725285,56725285,promoter-TSS,,ENST00000678066.1;ENST00000678047.1;ENST00000678416.1;ENST00000546862.6;ENST00000679092.1;ENST00000550952.6;ENST00000454682.6;ENST00000550920.6;ENST00000678376.1;ENST00000552540.5;ENST00000393891.8;ENST00000548563.5;ENST00000547914.5;ENST00000549259.5;ENST00000551775.5;ENST00000552055.5;ENST00000551793.5;ENST00000551520.1;ENST00000548084.1,13;17;15;23;49;3;13;0;0;28;17;13;12;365;18;248;15;9;14
chr12,57694178,57694178,promoter-TSS,,ENST00000700666.1;ENST00000553208.6;ENST00000552423.2;ENST00000550848.5;ENST00000315970.12;ENST00000547079.5;ENST00000552787.5;ENST00000551285.5;ENST00000439210.6;ENST00000413095.6;ENST00000551035.5;ENST00000435406.6;ENST00000550372.5;ENST00000700667.1;ENST00000550793.1;ENST00000700668.1,83;83;56;45;45;40;38;34;34;32;32;32;31;27;23;161
chr12,57836996,57836996,promoter-TSS,,ENST00000549683.1,95
chr1,32292187,32292187,promoter-TSS,HDAC1,ENST00000481281.5;ENST00000463172.5;ENST00000428704.1;ENST00000472928.5,51;49;46;25
chr12,65169586,65169586,promoter-TSS,LEMD3,ENST00000541171.1;ENST00000308330.3;ENST00000685904.1,2;2;123
chr12,66169943,66169943,promoter-TSS,,ENST00000539652.1;ENST00000358230.8;ENST00000544599.5;ENST00000398033.8;ENST00000633367.1;ENST00000286424.12;ENST00000545407.5;ENST00000542724.5;ENST00000545504.1;ENST00000534930.1;ENST00000542072.1;ENST00000535812.1,41;52;431;54;83;18;36;55;60;25;45;68
chr12,69239669,69239669,promoter-TSS,CPSF6,ENST00000550075.5;ENST00000456847.7;ENST00000650046.1;ENST00000266679.8;ENST00000550987.5;ENST00000551516.1,96;68;68;52;48;26
chr12,70243428,70243428,promoter-TSS,CNOT2,ENST00000552319.5;ENST00000550160.5;ENST00000551661.5;ENST00000553078.5;ENST00000551132.5;ENST00000548021.5;ENST00000552915.5;ENST00000229195.8;ENST00000550641.6;ENST00000549443.5;ENST00000548741.5;ENST00000552483.5;ENST00000552422.5;ENST00000551179.1;ENST00000547321.5;ENST00000553020.5;ENST00000548159.5;ENST00000549750.5;ENST00000551043.5;ENST00000549419.6;ENST00000668518.1;ENST00000676451.1;ENST00000689831.1;ENST00000552998.2;ENST00000675475.1;ENST00000701960.1;ENST00000701750.1;ENST00000550216.1;ENST00000656495.3;ENST00000553135.3;ENST00000688862.2;ENST00000686072.1;ENST00000670041.1;ENST00000549651.1;ENST00000686629.1,17;15;6;3;3;2;4;4;4;7;9;13;14;16;19;20;285;319;322;61;90;583;48;51;51;74;71;78;22;22;41;29;90;67;51
chr12,71839781,71839781,promoter-TSS,TBC1D15,ENST00000482439.6;ENST00000550746.5;ENST00000498482.5;ENST00000474468.5;ENST00000549402.5;ENST00000472611.6;ENST00000491063.5;ENST00000319106.12;ENST00000462788.6;ENST00000485960.7;ENST00000468049.2;ENST00000546932.5,73;62;21;21;21;21;21;21;21;21;17;2
chr12,76764291,76764291,promoter-TSS,ZDHHC17,ENST00000552453.5;ENST00000547620.5;ENST00000550876.1;ENST00000551407.5;ENST00000547604.1;ENST00000550163.5;ENST00000549682.5,46;37;36;32;32;6;281
chr12,93441877,93441877,promoter-TSS,,ENST00000318066.7;ENST00000550657.1;ENST00000549833.1;ENST00000549490.1;ENST00000552442.1,69;65;620;20;57
chr12,93467524,93467524,promoter-TSS,,ENST00000549982.6;ENST00000552217.6;ENST00000552326.5;ENST00000393128.8;ENST00000547098.5;ENST00000358678.7;ENST00000551396.5,9;9;6;6;5;5;15
chr12,95217841,95217841,promoter-TSS,VEZT,ENST00000549589.5;ENST00000550803.5;ENST00000547611.5;ENST00000547997.5;ENST00000549002.5;ENST00000546557.5;ENST00000551746.5;ENST00000548838.5;ENST00000436874.6;ENST00000547484.5;ENST00000551472.5;ENST00000551792.5;ENST00000553063.5;ENST00000548455.5;ENST00000546398.5;ENST00000552031.5;ENST00000548822.5;ENST00000549624.5;ENST00000548245.5;ENST00000552626.5;ENST00000552660.5;ENST00000551039.5;ENST00000551994.5;ENST00000549192.5;ENST00000552821.5;ENST00000548371.5;ENST00000550106.5;ENST00000547894.5;ENST00000551695.5;ENST00000551356.5;ENST00000551311.5;ENST00000546365.5;ENST00000551902.5;ENST00000546445.5;ENST00000546409.5;ENST00000343958.9;ENST00000451107.3;ENST00000546711.5;ENST00000549499.1,94;94;87;79;78;76;60;41;33;32;30;29;29;29;29;28;28;28;28;28;28;22;22;16;14;0;223;274;287;387;388;412;413;419;468;373;358;376;461
chr12,95474167,95474167,promoter-TSS,METAP2,ENST00000546753.5;ENST00000261220.13;ENST00000549502.5;ENST00000553151.5;ENST00000323666.10;ENST00000550777.5;ENST00000551840.5,85;16;14;14;14;11;4
chr12,95548777,95548777,promoter-TSS,USP44,ENST00000393091.6;ENST00000537435.2;ENST00000551837.1;ENST00000549639.1;ENST00000547951.1,66;504;41;20;107
chr12,96489596,96489596,promoter-TSS,CFAP54,ENST00000554621.1;ENST00000553778.6;ENST00000524981.9,24;20;18
chr12,98491113,98491113,promoter-TSS,LINC02453,ENST00000549004.1,26
chr12,98503826,98503826,promoter-TSS,,ENST00000501499.3,32
chr12,98593703,98593703,promoter-TSS,SLC25A3,ENST00000188376.9;ENST00000551917.5;ENST00000546766.5;ENST00000551265.5;ENST00000550695.1;ENST00000547534.5;ENST00000228318.8;ENST00000552981.6;ENST00000549338.5;ENST00000551123.5;ENST00000548847.1,77;52;47;16;16;16;16;16;6;6;21
chr12,100142810,100142810,promoter-TSS,,ENST00000550886.1;ENST00000279907.12;ENST00000356828.7;ENST00000547428.1,247;63;36;13
chr12,101280138,101280138,promoter-TSS,,ENST00000261637.5;ENST00000551825.1,32;9
chr12,104138184,104138184,promoter-TSS,,ENST00000240055.8;ENST00000551446.6;ENST00000551727.5;ENST00000550881.1,25;56;166;56
chr12,109477650,109477650,promoter-TSS,UBE3B,ENST00000539843.5;ENST00000342494.8;ENST00000536398.5;ENST00000539599.5;ENST00000340074.9;ENST00000540230.5;ENST00000449510.6;ENST00000537063.1;ENST00000228495.11;ENST00000440541.6;ENST00000537165.5;ENST00000541077.1;ENST00000542262.5;ENST00000542858.1;ENST00000535747.5;ENST00000538377.1,21;15;14;11;1;2;2;4;349;290;349;360;344;349;349;349
chr12,109996436,109996436,promoter-TSS,GIT2,ENST00000457474.6;ENST00000361006.9;ENST00000355312.8;ENST00000553118.5;ENST00000551209.5;ENST00000550186.5;ENST00000547815.5;ENST00000320063.10;ENST00000551455.5;ENST00000548643.5,140;131;67;46;211;211;139;144;62;67
chr12,110403702,110403702,promoter-TSS,,ENST00000455511.9;ENST00000450008.3;ENST00000552170.2;ENST00000464697.1,5;27;37;12
chr12,110583310,110583310,promoter-TSS,,ENST00000354300.5,7
chr12,112382437,112382437,promoter-TSS,HECTD4,ENST00000550722.5;ENST00000377560.9;ENST00000682272.1;ENST00000550724.2,344;1;5;344
chr12,113966299,113966299,promoter-TSS,RBM19,ENST00000545145.6;ENST00000392561.7;ENST00000261741.10;ENST00000546876.1,6;10;25;89
chr1,35557698,35557698,promoter-TSS,NCDN,ENST00000356090.8;ENST00000373243.7;ENST00000459931.1;ENST00000437806.1;ENST00000697000.1;ENST00000325722.8;ENST00000697001.1;ENST00000697002.1;ENST00000469892.6;ENST00000697003.1;ENST00000697004.1;ENST00000697005.1;ENST00000697006.1;ENST00000697007.1;ENST00000697008.1;ENST00000697009.1;ENST00000697010.1;ENST00000697011.1;ENST00000697012.1;ENST00000697013.1;ENST00000697014.1;ENST00000697015.1;ENST00000697016.1;ENST00000697017.1;ENST00000697018.1;ENST00000697019.1;ENST00000697020.1;ENST00000697021.1;ENST00000697022.1;ENST00000697023.1;ENST00000697025.1;ENST00000697026.1;ENST00000697027.1;ENST00000697028.1;ENST00000461312.6;ENST00000426982.7;ENST00000697030.1;ENST00000697031.1;ENST00000478463.6;ENST00000697033.1;ENST00000492888.1;ENST00000476329.1;ENST00000473465.1,93;100;132;807;273;294;81;285;268;285;450;323;310;291;281;281;281;264;98;82;285;310;433;285;294;294;326;310;307;285;307;281;98;285;285;42;285;297;292;307;85;94;309
chr12,117190449,117190449,promoter-TSS,,ENST00000622495.5;ENST00000550180.5;ENST00000330622.9;ENST00000551458.1,20;162;6;20
chr12,119803570,119803570,promoter-TSS,,ENST00000677849.1;ENST00000677812.1;ENST00000679120.1;ENST00000545913.6;ENST00000678677.1;ENST00000679249.1;ENST00000676849.1;ENST00000392520.2;ENST00000677927.1;ENST00000678686.1;ENST00000488203.1,212;102;83;79;79;79;71;186;79;69;83
chr12,120438120,120438120,promoter-TSS,COX6A1,ENST00000550009.1;ENST00000229379.3;ENST00000551806.1,29;6;77
chr12,120529131,120529131,promoter-TSS,,ENST00000288532.11;ENST00000445328.6;ENST00000552443.5;ENST00000547943.5;ENST00000547736.1;ENST00000547448.1,26;29;8;33;23;22
chr12,120710497,120710497,promoter-TSS,UNC119B,ENST00000618898.1;ENST00000344651.5;ENST00000539658.1,38;38;19
chr12,121016528,121016528,promoter-TSS,C12orf43,ENST00000288757.7;ENST00000537817.5;ENST00000546272.5;ENST00000539736.5;ENST00000538296.5;ENST00000535367.1;ENST00000508193.2,40;25;40;40;98;182;47
chr12,121801117,121801117,promoter-TSS,RHOF,ENST00000546227.5;ENST00000537157.5,439;109
chr12,122500842,122500842,promoter-TSS,,ENST00000619123.1;ENST00000543897.5;ENST00000633063.3;ENST00000536663.5;ENST00000540586.1,344;246;89;593;321
chr12,123364818,123364818,promoter-TSS,,ENST00000543072.2;ENST00000686582.1;ENST00000702491.1;ENST00000267176.8;ENST00000602398.3;ENST00000614241.1,103;115;129;24;28;24
chr12,123671131,123671131,promoter-TSS,,ENST00000680574.1;ENST00000541523.1;ENST00000426174.6;ENST00000679504.1;ENST00000303372.7;ENST00000680500.1,20;17;17;17;17;15
chr12,130872083,130872083,promoter-TSS,RAN,ENST00000448750.7;ENST00000536606.5;ENST00000537745.5;ENST00000541630.5;ENST00000543796.6;ENST00000477395.5;ENST00000392369.6;ENST00000535090.5;ENST00000541679.7;ENST00000464211.6;ENST00000392367.4,45;35;16;16;16;12;12;6;0;12;12
chr13,19782969,19782969,promoter-TSS,PSPC1,ENST00000471658.5;ENST00000492741.5;ENST00000338910.9;ENST00000619300.4;ENST00000427943.1,51;26;23;49;32
chr13,20902746,20902746,promoter-TSS,,ENST00000255305.11;ENST00000465018.1,0;0
chr13,21140595,21140595,promoter-TSS,SAP18,ENST00000621421.4;ENST00000607003.5;ENST00000485646.1;ENST00000492245.5;ENST00000450573.5;ENST00000467636.1;ENST00000516319.1,80;16;16;19;178;290;637
chr13,21604150,21604150,promoter-TSS,,ENST00000382374.9;ENST00000476895.5;ENST00000469058.1;ENST00000468222.2,19;438;14;30
chr13,27251583,27251583,promoter-TSS,,ENST00000311549.11;ENST00000461690.5;ENST00000272274.8;ENST00000319826.8;ENST00000326092.8;ENST00000620494.1;ENST00000667032.1,24;21;3;0;13;294;871
chr1,37514737,37514737,promoter-TSS,,ENST00000296214.10;ENST00000373075.6;ENST00000373074.5;ENST00000475828.5;ENST00000487788.5;ENST00000373073.8;ENST00000487792.5;ENST00000448519.2,28;25;467;18;4;25;69;8
chr1,37556997,37556997,promoter-TSS,,ENST00000296218.8;ENST00000652629.1;ENST00000490312.1;ENST00000466723.1,77;56;43;0
chr13,29850571,29850571,promoter-TSS,,ENST00000380680.5,45
chr13,32538804,32538804,promoter-TSS,N4BP2L2,ENST00000357505.10;ENST00000399396.7;ENST00000504114.5;ENST00000674456.1;ENST00000674161.1;ENST00000674272.1;ENST00000674422.1;ENST00000674452.1;ENST00000674384.1;ENST00000505213.5;ENST00000674219.1;ENST00000267068.6;ENST00000674349.1;ENST00000674428.1;ENST00000674421.1;ENST00000674465.1;ENST00000674297.1;ENST00000674180.1;ENST00000674480.1;ENST00000674377.1;ENST00000674437.1;ENST00000674327.1;ENST00000674196.1;ENST00000674399.1;ENST00000674163.1;ENST00000511143.5;ENST00000674484.1;ENST00000674433.1;ENST00000674408.1;ENST00000674494.1;ENST00000512755.2;ENST00000674276.1;ENST00000674369.1;ENST00000674462.1;ENST00000483088.2,80;80;117;120;20;8;20;14;74;28;20;8;20;11;4;20;11;8;10;10;51;20;14;20;10;11;1;20;25;10;21;20;20;20;14
chr13,32586445,32586445,promoter-TSS,,ENST00000315596.15;ENST00000482955.5;ENST00000498550.5;ENST00000450460.5;ENST00000493653.1;ENST00000466078.1,6;9;97;102;105;123
chr13,34942315,34942315,promoter-TSS,,ENST00000692464.1;ENST00000692628.1;ENST00000686972.1;ENST00000691351.1;ENST00000686320.1;ENST00000379939.7;ENST00000400445.8,44;44;44;44;44;44;44
chr13,37000823,37000823,promoter-TSS,,ENST00000470423.2;ENST00000686701.1;ENST00000684866.1;ENST00000488108.6;ENST00000689744.1;ENST00000464235.6;ENST00000692143.1;ENST00000239893.9;ENST00000686472.1;ENST00000474661.5;ENST00000692477.1;ENST00000686729.1;ENST00000389704.4;ENST00000685624.1;ENST00000693100.1;ENST00000490537.6;ENST00000689948.1;ENST00000488779.6;ENST00000690673.1;ENST00000685643.1;ENST00000687482.1;ENST00000685563.1;ENST00000692787.1;ENST00000693733.1;ENST00000688436.1;ENST00000690774.1;ENST00000688064.1;ENST00000692761.1;ENST00000687944.1;ENST00000692588.1;ENST00000691611.1;ENST00000692636.1;ENST00000496689.2;ENST00000681893.1;ENST00000681016.1;ENST00000680949.1,56;44;44;42;41;40;40;39;36;36;36;36;36;36;36;35;34;34;34;34;34;34;34;34;34;34;33;31;15;61;457;475;561;81;570;59
chr1,38012810,38012810,promoter-TSS,UTP11,ENST00000486563.1;ENST00000373014.5,75;75
chr13,41311254,41311254,promoter-TSS,,ENST00000379406.8;ENST00000403412.7;ENST00000476980.5;ENST00000464857.5,12;25;27;40
chr13,42048702,42048702,promoter-TSS,,ENST00000337343.9;ENST00000261491.9;ENST00000611224.1,53;50;119
chr13,48001278,48001278,promoter-TSS,SUCLA2-AS1,ENST00000423869.1;ENST00000643584.1;ENST00000646932.1;ENST00000643023.1;ENST00000647361.1;ENST00000642944.1;ENST00000434484.5;ENST00000433022.1;ENST00000497202.6;ENST00000646602.1;ENST00000644338.1;ENST00000470760.2,110;12;4;26;0;257;37;4;11;14;0;4
chr13,48095079,48095079,promoter-TSS,,ENST00000258648.7;ENST00000378586.5;ENST00000417167.2,24;51;10
chr13,49443977,49443977,promoter-TSS,,ENST00000611815.2;ENST00000354234.8;ENST00000481439.1;ENST00000409308.6;ENST00000410043.5;ENST00000470410.1,296;396;706;86;75;86
chr13,50082010,50082010,promoter-TSS,,ENST00000655550.1;ENST00000469754.3;ENST00000478860.5;ENST00000486895.5;ENST00000461527.7;ENST00000463474.7;ENST00000468168.5;ENST00000476738.5;ENST00000467721.5;ENST00000468522.5;ENST00000490577.5;ENST00000491341.5;ENST00000491615.5;ENST00000618107.1;ENST00000659280.2;ENST00000701047.1;ENST00000700934.1;ENST00000688690.1;ENST00000668305.1;ENST00000686946.2;ENST00000458725.8;ENST00000692504.1;ENST00000443587.7;ENST00000686700.2;ENST00000691340.1;ENST00000433070.8;ENST00000701027.1;ENST00000659339.1;ENST00000421758.6;ENST00000690259.1;ENST00000701101.1;ENST00000700817.1;ENST00000449579.2;ENST00000701174.1,158;158;160;160;160;160;160;160;160;160;160;160;160;284;291;18;15;6;6;51;45;18;9;35;21;42;9;18;18;18;18;27;30;47
chr13,51845313,51845313,promoter-TSS,,ENST00000642706.1;ENST00000627246.3;ENST00000629372.3;ENST00000626362.3,153;137;135;162
chr13,52012435,52012435,promoter-TSS,,ENST00000649708.2;ENST00000523764.1;ENST00000680793.1;ENST00000649340.2;ENST00000679544.1;ENST00000681047.1;ENST00000681053.1;ENST00000521508.2;ENST00000680950.1;ENST00000616513.1;ENST00000681145.1;ENST00000681226.1;ENST00000679359.1;ENST00000650049.2;ENST00000679495.1;ENST00000242839.10;ENST00000344297.9;ENST00000448424.7;ENST00000635406.1;ENST00000674078.1,43;36;36;36;36;36;36;36;30;23;23;23;23;21;15;984;940;844;309;992
chr13,54572225,54572225,promoter-TSS,,ENST00000666524.1;ENST00000663979.1,128;131
chr13,77027124,77027124,promoter-TSS,,ENST00000620512.1;ENST00000355619.10;ENST00000417323.1;ENST00000472949.1,819;34;70;38
chr13,79406234,79406234,promoter-TSS,,ENST00000654024.1;ENST00000656910.1;ENST00000656024.1;ENST00000664699.1;ENST00000456602.5;ENST00000606049.1;ENST00000607864.1;ENST00000438724.5;ENST00000622611.4;ENST00000438737.3;ENST00000267229.11,58;66;66;71;74;113;129;12;12;20;445
chr1,39559660,39559660,promoter-TSS,,ENST00000701995.1;ENST00000649920.2;ENST00000648902.2;ENST00000688421.2;ENST00000331856.7;ENST00000685136.1;ENST00000687042.1;ENST00000687069.1;ENST00000692593.1;ENST00000701288.1;ENST00000702815.1;ENST00000690758.1;ENST00000692060.1;ENST00000693023.1;ENST00000692918.1;ENST00000702507.1;ENST00000431553.7;ENST00000702110.1;ENST00000687127.1;ENST00000688592.1;ENST00000643783.1;ENST00000427240.2;ENST00000690255.1,2;0;9;9;10;10;10;10;10;10;22;30;30;30;37;37;0;0;10;10;293;952;37
chr1,3900752,3900752,promoter-TSS,C1orf174,ENST00000486765.5;ENST00000474140.1;ENST00000361605.4;ENST00000680169.1;ENST00000679946.1;ENST00000681823.1;ENST00000680279.1;ENST00000680054.1;ENST00000679703.1;ENST00000680535.1;ENST00000679929.1,504;458;479;530;500;493;491;479;473;493;498
chr1,39738927,39738927,promoter-TSS,PPIE,ENST00000485507.5;ENST00000324379.10;ENST00000356511.6;ENST00000456578.6;ENST00000495526.5;ENST00000482751.5;ENST00000497370.5;ENST00000470213.5;ENST00000372835.9;ENST00000372830.5;ENST00000474804.5;ENST00000475350.5;ENST00000480169.1,47;44;41;40;38;36;25;25;25;25;22;18;62
chr1,39883492,39883492,promoter-TSS,TRIT1,ENST00000648678.1;ENST00000316891.10;ENST00000537440.5;ENST00000441669.6;ENST00000462797.5;ENST00000372818.5;ENST00000495175.6;ENST00000491865.5;ENST00000541099.5;ENST00000492612.6;ENST00000489945.5;ENST00000486825.6,66;11;11;0;11;13;18;11;57;10;3;16
chr1,40097234,40097234,promoter-TSS,PPT1,ENST00000641471.1;ENST00000642050.2;ENST00000641083.1;ENST00000433473.8;ENST00000530704.6;ENST00000641319.1;ENST00000439754.6;ENST00000641236.1;ENST00000641691.1;ENST00000449045.7;ENST00000529905.5;ENST00000641924.1;ENST00000527311.7;ENST00000372779.9;ENST00000526547.2;ENST00000641548.1,12;17;17;17;17;19;17;15;19;25;10;7;17;10;21;17
chr1,40161400,40161400,promoter-TSS,,ENST00000372771.5,12
chr13,106568149,106568149,promoter-TSS,,ENST00000700965.1;ENST00000690745.1;ENST00000653952.1;ENST00000665026.1;ENST00000667614.1;ENST00000663663.1;ENST00000400198.8;ENST00000472226.2;ENST00000360629.3,58;108;111;285;291;333;11;11;525
chr13,107867442,107867442,promoter-TSS,,ENST00000375915.4,53
chr1,40709395,40709395,promoter-TSS,NFYC,ENST00000372652.5;ENST00000372651.5,37;147
chr13,112588138,112588138,promoter-TSS,,ENST00000261965.8;ENST00000649778.1;ENST00000375669.7;ENST00000464139.5;ENST00000483532.1,14;66;12;2;791
chr14,20305969,20305969,promoter-TSS,,ENST00000258821.8;ENST00000383029.7;ENST00000554157.5;ENST00000557379.1;ENST00000553828.1,17;27;20;15;8
chr14,21269440,21269440,promoter-TSS,HNRNPC,ENST00000336053.10;ENST00000553300.6;ENST00000554969.5;ENST00000556142.5;ENST00000554455.5;ENST00000553753.5;ENST00000555914.5;ENST00000555309.5;ENST00000557442.5;ENST00000556628.5;ENST00000555883.5;ENST00000556513.5;ENST00000557201.5;ENST00000420743.6;ENST00000554539.5;ENST00000554383.5;ENST00000555215.5;ENST00000555137.5;ENST00000554891.5;ENST00000556226.5;ENST00000555176.5;ENST00000553614.5;ENST00000557336.1;ENST00000557768.1;ENST00000557033.1;ENST00000555127.1,53;1;14;16;14;36;35;18;15;29;39;14;14;14;4;1;30;28;47;28;788;16;33;14;1;50
chr14,22766594,22766594,promoter-TSS,OXA1L,ENST00000285848.9;ENST00000483939.6;ENST00000557299.5;ENST00000473744.5;ENST00000612549.6;ENST00000442110.6;ENST00000431881.6;ENST00000412791.5;ENST00000495424.5;ENST00000358043.5;ENST00000556473.1;ENST00000481218.1;ENST00000650620.1;ENST00000554857.5;ENST00000553792.1;ENST00000554194.1;ENST00000554730.1,71;80;93;93;93;95;97;107;108;124;330;687;136;31;33;46;63
chr14,22829814,22829814,promoter-TSS,MRPL52,ENST00000557543.5;ENST00000355151.9;ENST00000556214.1;ENST00000553482.5;ENST00000556654.5;ENST00000397496.7;ENST00000555345.5;ENST00000432849.7;ENST00000553711.5;ENST00000556465.5;ENST00000397505.2;ENST00000557221.1;ENST00000311892.10;ENST00000556840.5;ENST00000461594.5;ENST00000555536.1;ENST00000488800.5,64;68;72;72;72;72;80;88;91;95;98;99;101;106;114;234;5
chr14,22919133,22919133,promoter-TSS,PRMT5-AS1,ENST00000609885.1;ENST00000359890.8;ENST00000555209.5;ENST00000557667.5;ENST00000399922.6;ENST00000346528.9;ENST00000542016.6;ENST00000307814.10;ENST00000557403.5;ENST00000555722.5;ENST00000553920.5;ENST00000557227.5;ENST00000555714.5;ENST00000554256.5;ENST00000556687.5;ENST00000553902.5;ENST00000554955.5;ENST00000556984.5;ENST00000557549.5;ENST00000555676.5;ENST00000557571.5;ENST00000556862.5;ENST00000557464.5;ENST00000554618.5;ENST00000556365.1;ENST00000553777.1,487;15;3;2;48;44;44;15;4;31;2;48;15;3;15;15;22;15;15;15;15;23;15;15;15;45
chr14,22929356,22929356,promoter-TSS,,ENST00000668190.1;ENST00000548819.5;ENST00000702357.1;ENST00000548322.1;ENST00000397441.6;ENST00000397440.8;ENST00000324366.13;ENST00000216350.12;ENST00000553915.5;ENST00000553897.5;ENST00000553550.5;ENST00000554716.5;ENST00000553787.5;ENST00000553641.5;ENST00000554867.5;ENST00000557415.5;ENST00000556616.5;ENST00000554910.5;ENST00000421938.2;ENST00000556032.1;ENST00000627278.1;ENST00000557015.1;ENST00000556426.1,250;252;256;288;44;0;19;34;8;51;35;8;16;4;19;35;19;274;11;4;4;37;19
chr14,23034934,23034934,promoter-TSS,PSMB5,ENST00000555895.5;ENST00000361611.11;ENST00000493471.2;ENST00000460922.2;ENST00000334454.10,206;33;43;39;48
chr14,23071554,23071554,promoter-TSS,ACIN1,ENST00000557515.5;ENST00000338631.10;ENST00000357481.6;ENST00000397341.7;ENST00000555566.1;ENST00000553721.5;ENST00000557432.2;ENST00000553501.1;ENST00000554979.1,10;6;62;10;15;0;3;2;352
chr14,23095101,23095101,promoter-TSS,,ENST00000319074.6;ENST00000554203.1;ENST00000605057.6,403;423;34
chr14,23469714,23469714,promoter-TSS,,ENST00000703256.1;ENST00000703184.1;ENST00000703185.1;ENST00000703186.1;ENST00000556378.5;ENST00000553336.6;ENST00000556699.2;ENST00000703187.1;ENST00000703188.1;ENST00000703189.1;ENST00000703190.1;ENST00000557097.5;ENST00000703191.1;ENST00000703192.1;ENST00000703193.1;ENST00000703257.1;ENST00000703258.1;ENST00000556103.2;ENST00000703194.1;ENST00000408901.8;ENST00000397154.7;ENST00000703195.1;ENST00000553439.5;ENST00000555128.6;ENST00000556953.1;ENST00000703196.1;ENST00000556483.5;ENST00000703197.1,34;33;25;25;24;22;19;16;15;15;15;14;14;14;14;14;11;10;10;10;10;7;6;4;48;326;335;337
chr14,24216091,24216091,promoter-TSS,,ENST00000565988.1;ENST00000528804.1;ENST00000530222.5;ENST00000396833.2;ENST00000288087.12;ENST00000532557.5;ENST00000531553.1;ENST00000525696.5;ENST00000533536.5;ENST00000532742.5;ENST00000528849.1;ENST00000466422.2,116;103;53;25;24;213;292;452;93;20;128;31
chr14,26597024,26597024,promoter-TSS,NOVA1,ENST00000449198.6;ENST00000549571.5,948;57
