chr,start,end,id,tag_fold_change
chr11,84289522,84289523,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_997,9.34055
chr11,85647987,85647988,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_998,35.36347
chr11,85854658,85854659,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_999,7.22386
chr11,86069072,86069073,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1000,23.32651
chr11,86173099,86173100,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1001,6.492
chr11,86302439,86302440,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1002,19.56007
chr1,51236858,51236859,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1003,9.70505
chr11,86799089,86799090,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1004,8.17585
chr11,87038040,87038041,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1005,6.09748
chr11,89381363,89381364,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1006,10.91984
chr1,51518053,51518054,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1007,5.89433
chr1,51519232,51519233,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1008,8.87577
chr1,51617124,51617125,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1009,26.25648
chr11,93741587,93741588,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1010,15.35705
chr1,633011,633012,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1011,2.61891
chr11,95089696,95089697,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1012,7.55323
chr11,95789512,95789513,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1013,7.6464
chr11,95790677,95790678,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1014,19.58562
chr11,95924087,95924088,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1015,25.60911
chr1,51898564,51898565,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1016,15.54266
chr11,101880409,101880410,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1017,9.7028199999999991
chr11,101915028,101915029,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1018,19.3942
chr11,102061469,102061470,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1019,10.08607
chr11,102112262,102112263,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1020,12.21209
chr11,102139254,102139255,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1021,8.04699
chr1,52056330,52056331,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1022,14.72382
chr11,102446877,102446878,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1023,9.13162
chr11,103798665,103798666,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1024,10.03244
chr1,52404604,52404605,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1025,24.04172
chr11,104334159,104334160,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1026,11.74964
chr1,52553062,52553063,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1027,14.19203
chr1,52698302,52698303,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1028,10.68003
chr11,107563808,107563809,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1029,7.06181
chr11,107565710,107565711,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1030,35.48526
chr1,53047889,53047890,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1031,7.45889
chr11,108009350,108009351,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1032,11.82842
chr11,108698072,108698073,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1033,6.17875
chr11,109033897,109033898,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1034,7.73515
chr11,110296614,110296615,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1035,25.69373
chr1,53838285,53838286,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1036,6.67237
chr11,111766329,111766330,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1037,16.68649
chr11,112086744,112086745,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1038,12.58359
chr1,54053183,54053184,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1039,21.31161
chr11,113106853,113106854,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1040,8.38346
chr1,54200207,54200208,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1041,24.88901
chr11,113875994,113875995,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1042,5.89433
chr11,114367209,114367210,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1043,8.56985
chr11,116854107,116854108,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1044,6.78958
chr11,116861638,116861639,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1045,8.93311
chr11,116874418,116874419,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1046,7.8394
chr11,117098405,117098406,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1047,21.84995
chr11,118252162,118252163,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1048,15.56898
chr11,118436480,118436481,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1049,6.90638
chr11,118572412,118572413,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1050,34.18675
chr11,118791252,118791253,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1051,36.18945
chr11,119067824,119067825,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1052,37.39466
chr11,119222562,119222563,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1053,10.54681
chr11,119334548,119334549,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1054,30.52382
chr11,119598882,119598883,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1055,14.15382
chr11,121452327,121452328,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1056,11.16161
chr1,55215361,55215362,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1057,29.35932
chr11,122189549,122189550,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1058,20.12496
chr11,123023293,123023294,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1059,8.89155
chr11,123062673,123062674,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1060,20.9437
chr11,123407550,123407551,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1061,7.0049
chr11,124644476,124644477,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1062,5.93949
chr11,124800365,124800366,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1063,33.12067
chr11,126211635,126211636,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1064,23.22429
chr11,126268802,126268803,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1065,6.02991
chr11,130002613,130002614,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1066,27.21115
chr11,130631346,130631347,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1067,8.77869
chr11,131691691,131691692,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1068,13.37119
chr11,132028809,132028810,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1069,20.72355
chr1,56585117,56585118,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1070,9.6033
chr12,1804639,1804640,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1071,18.00105
chr12,2004427,2004428,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1072,13.36087
chr12,2877630,2877631,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1073,11.83596
chr12,4649115,4649116,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1074,32.83231
chr12,5122431,5122432,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1075,14.06651
chr12,6372551,6372552,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1076,5.5181
chr12,6452081,6452082,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1077,9.58308
chr12,6493225,6493226,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1078,19.69938
chr12,6535299,6535300,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1079,18.19634
chr12,6607381,6607382,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1080,17.79922
chr12,6663145,6663146,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1081,35.97105
chr12,6970892,6970893,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1082,40.04412
chr12,7018452,7018453,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1083,6.38561
chr12,7433448,7433449,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1084,15.56923
chr12,8082134,8082135,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1085,18.90896
chr12,8180316,8180317,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1086,9.05616
chr12,10613569,10613570,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1087,9.34915
chr12,11171624,11171625,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1088,24.90391
chr12,12717401,12717402,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1089,11.87898
chr12,12787126,12787127,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1090,6.54583
chr12,12813369,12813370,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1091,37.39914
chr12,13212249,13212250,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1092,15.10087
chr12,14365900,14365901,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1093,18.346800000000002
chr12,14385311,14385312,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1094,41.96385
chr12,14775377,14775378,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1095,6.11119
chr12,14803470,14803471,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1096,18.68531
chr12,14962373,14962374,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1097,9.99219
chr12,15276278,15276279,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1098,6.52465
chr12,15279515,15279516,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1099,7.80123
chr1,58700036,58700037,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1100,27.69519
chr12,15590551,15590552,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1101,37.71757
chr12,19129804,19129805,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1102,10.52122
chr12,19274079,19274080,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1103,6.492
chr12,19440802,19440803,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1104,8.33757
chr1,59008424,59008425,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1105,8.62498
chr12,22544533,22544534,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1106,29.0913
chr12,27013782,27013783,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1107,9.43662
chr12,27022583,27022584,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1108,14.03261
chr12,27868306,27868307,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1109,9.13162
chr12,28023587,28023588,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1110,10.22145
chr12,29278868,29278869,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1111,19.89581
chr12,29381148,29381149,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1112,29.64399
chr12,30695965,30695966,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1113,49.16706
chr12,31650984,31650985,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1114,10.5888
chr12,31652008,31652009,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1115,12.34894
chr12,32106929,32106930,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1116,5.39744
chr12,32755871,32755872,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1117,24.57128
chr12,34374143,34374144,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1118,10.57492
chr12,39443104,39443105,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1119,10.21638
chr12,45415428,45415429,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1120,5.31618
chr12,45727526,45727527,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1121,64.71404
chr12,48198388,48198389,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1122,16.70142
chr12,48682018,48682019,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1123,15.67478
chr12,48780177,48780178,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1124,8.13635
chr12,48852145,48852146,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1125,18.62106
chr12,49060547,49060548,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1126,19.78228
chr12,49189312,49189313,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1127,14.08902
chr12,49202201,49202202,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1128,6.66114
chr12,49244345,49244346,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1129,8.66323
chr12,50025650,50025651,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1130,29.72959
chr12,50085391,50085392,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1131,21.07848
chr12,50167297,50167298,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1132,12.0998
chr12,50186193,50186194,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1133,11.05021
chr12,50550091,50550092,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1134,11.18328
chr12,50590058,50590059,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1135,7.3497
chr12,50763941,50763942,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1136,15.51533
chr12,51048357,51048358,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1137,18.18465
chr12,51173105,51173106,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1138,5.68656
chr12,51591257,51591258,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1139,19.80284
chr12,53006489,53006490,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1140,24.26353
chr12,53252147,53252148,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1141,24.91395
chr12,53295575,53295576,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1142,14.44419
chr1,61241568,61241569,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1143,23.62613
chr12,53379455,53379456,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1144,17.54712
chr12,53675870,53675871,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1145,18.09627
chr12,54016730,54016731,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1146,17.20795
chr12,54018235,54018236,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1147,8.71188
chr12,54033305,54033306,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1148,14.72749
chr12,54229689,54229690,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1149,7.68295
chr12,54280277,54280278,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1150,19.06471
chr12,54325164,54325165,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1151,23.37906
chr12,55817689,55817690,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1152,19.69938
chr12,55927161,55927162,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1153,20.57263
chr12,56116640,56116641,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1154,15.4303
chr1,61725115,61725116,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1155,29.97238
chr12,56189444,56189445,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1156,17.29548
chr12,56193163,56193164,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1157,20.50818
chr12,56468584,56468585,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1158,12.94597
chr12,56630319,56630320,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1159,17.91951
chr12,56636486,56636487,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1160,7.69114
chr12,56645985,56645986,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1161,7.9245
chr12,56725285,56725286,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1162,17.63028
chr12,57604826,57604827,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1163,22.59592
chr12,57694157,57694158,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1164,16.16285
chr12,57755108,57755109,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1165,7.40617
chr12,57772096,57772097,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1166,10.97975
chr12,57836986,57836987,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1167,7.3207700000000004
chr12,59085211,59085212,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1168,13.48921
chr12,62260390,62260391,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1169,27.69519
chr1,62436230,62436231,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1170,34.27043
chr12,62602758,62602759,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1171,31.72907
chr12,62731205,62731206,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1172,14.14576
chr12,62733259,62733260,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1173,6.07762
chr12,65169598,65169599,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1174,31.42897
chr12,65562009,65562010,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1175,14.52789
chr12,65642153,65642154,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1176,6.5477
chr12,65770515,65770516,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1177,8.76168
chr12,65823060,65823061,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1178,7.53197
chr12,66169969,66169970,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1179,8.42336
chr12,66468119,66468120,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1180,14.2886
chr12,67671636,67671637,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1181,7.92223
chr12,67681019,67681020,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1182,11.04713
chr12,68332545,68332546,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1183,12.76932
chr12,69239655,69239656,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1184,16.44201
chr12,70243421,70243422,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1185,35.08442
chr12,71664260,71664261,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1186,41.90431
chr12,71839764,71839765,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1187,16.32125
chr12,75585511,75585512,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1188,7.31345
chr12,76103761,76103762,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1189,9.42103
chr12,76183749,76183750,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1190,16.80667
chr12,76764270,76764271,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1191,35.04673
chr12,77360012,77360013,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1192,8.68523
chr1,64172564,64172565,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1193,9.36844
chr12,78229703,78229704,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1194,8.28215
chr12,79934919,79934920,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1195,10.07393
chr12,80622478,80622479,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1196,10.04935
chr1,64745134,64745135,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1197,9.06655
chr12,82931696,82931697,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1198,12.04725
chr1,64934520,64934521,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1199,7.8394
chr1,65067747,65067748,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1200,11.91081
chr1,1399305,1399306,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1201,27.54994
chr12,85318435,85318436,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1202,28.92212
chr12,88926066,88926067,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1203,9.33014
chr12,92747370,92747371,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1204,12.65892
chr12,93098217,93098218,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1205,8.64218
chr12,93379088,93379089,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1206,8.05649
chr12,93441928,93441929,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1207,9.76948
chr12,93467525,93467526,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1208,21.016
chr12,93677338,93677339,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1209,40.57515
chr12,93883984,93883985,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1210,11.8512
chr12,94546423,94546424,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1211,6.45598
chr12,95217832,95217833,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1212,15.09662
chr12,95231405,95231406,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1213,15.49671
chr12,95474168,95474169,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1214,9.90131
chr12,95548783,95548784,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1215,11.11069
chr1,66465167,66465168,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1216,9.37654
chr12,95858945,95858946,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1217,19.51131
chr12,96315928,96315929,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1218,14.09675
chr12,96427318,96427319,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1219,7.42433
chr12,96489607,96489608,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1220,12.62436
chr12,96578743,96578744,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1221,8.00275
chr12,98491093,98491094,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1222,7.05769
chr12,98503831,98503832,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1223,19.52264
chr12,98593713,98593714,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1224,10.26574
chr12,99768007,99768008,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1225,7.87538
chr12,100142830,100142831,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1226,33.75705
chr12,101280130,101280131,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1227,28.42627
chr1,1407281,1407282,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1228,19.91836
chr1,8876909,8876910,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1229,9.93026
chr1,66930383,66930384,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1230,16.94867
chr1,8878149,8878150,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1231,8.67654
chr12,104049718,104049719,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1232,8.80972
chr12,104064581,104064582,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1233,16.93695
chr12,104138209,104138210,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1234,10.22261
chr12,105934490,105934491,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1235,7.345
chr12,106108666,106108667,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1236,7.27711
chr12,107402585,107402586,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1237,18.09455
chr12,107685697,107685698,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1238,13.14627
chr1,67430398,67430399,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1239,28.29465
chr12,108561466,108561467,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1240,30.31563
chr12,108562619,108562620,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1241,20.49147
chr1,67532560,67532561,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1242,6.74494
chr12,109477637,109477638,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1243,29.75246
chr12,109996437,109996438,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1244,24.62734
chr12,109999058,109999059,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1245,26.6418
chr12,110102366,110102367,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1246,11.31527
chr12,110281953,110281954,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1247,8.55912
chr12,110403710,110403711,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1248,35.42244
chr12,110502337,110502338,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1249,6.62659
chr12,110577835,110577836,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1250,8.33757
chr12,110583311,110583312,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1251,22.32815
chr12,110742909,110742910,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1252,38.2826
chr12,112013476,112013477,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1253,6.69864
chr12,112108777,112108778,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1254,15.55101
chr12,112130542,112130543,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1255,8.40506
chr12,112382418,112382419,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1256,16.41895
chr12,112716664,112716665,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1257,9.84926
chr1,67840652,67840653,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1258,14.40735
chr12,113966313,113966314,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1259,24.7208
chr12,116222609,116222610,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1260,9.87608
chr12,116236328,116236329,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1261,15.20213
chr12,116277680,116277681,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1262,14.86668
chr12,117190438,117190439,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1263,33.12067
chr12,118104337,118104338,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1264,6.90638
chr12,120194699,120194700,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1265,15.19019
chr12,120257243,120257244,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1266,8.51146
chr12,120438134,120438135,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1267,24.40334
chr12,120529143,120529144,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1268,36.35032
chr12,120581380,120581381,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1269,11.03525
chr12,120710474,120710475,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1270,29.42004
chr12,120904149,120904150,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1271,9.05619
chr12,121016490,121016491,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1272,20.97396
chr12,121801092,121801093,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1273,23.27135
chr12,121802902,121802903,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1274,18.65641
chr12,122023730,122023731,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1275,14.69
chr12,122054486,122054487,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1276,10.76092
chr12,122064358,122064359,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1277,7.31345
chr12,122226015,122226016,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1278,20.24279
chr12,122266409,122266410,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1279,8.32837
chr12,122464604,122464605,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1280,6.842
chr12,122500836,122500837,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_1281,15.8933
